Unit,Module,Title,Subheaders,Paragraph,Generated Question,Answer_generated
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"How do we decide k? Similar to kNN, there are empirically studied recommendations for the best k to select. You can also select k based on previous knowledge (this is hardly the case with this unsupervised task). You can use different values for k and then compare the results obtained from each value of k. It is good practice to also run the k-Means cluster method by using different values for k based on the number of clusters that are expected from the data in order to see how the sum of distances reduces with increasing values of k.",What are empirically studied recommendations for the best k to select?,
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"How do we decide k? Similar to kNN, there are empirically studied recommendations for the best k to select. You can also select k based on previous knowledge (this is hardly the case with this unsupervised task). You can use different values for k and then compare the results obtained from each value of k. It is good practice to also run the k-Means cluster method by using different values for k based on the number of clusters that are expected from the data in order to see how the sum of distances reduces with increasing values of k.",How can you choose k based on previous knowledge?,
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"How do we decide k? Similar to kNN, there are empirically studied recommendations for the best k to select. You can also select k based on previous knowledge (this is hardly the case with this unsupervised task). You can use different values for k and then compare the results obtained from each value of k. It is good practice to also run the k-Means cluster method by using different values for k based on the number of clusters that are expected from the data in order to see how the sum of distances reduces with increasing values of k.",The k-Means cluster method is good practice to run?,By using different values for k.
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,k can also be chosen by calculating the Within Cluster Sum of Squares (WCSS). This is the sum of squares of the distances of each data point in relation to the centroids in the data points cluster.,What is WCSS?,Within Cluster Sum of Squares
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,k can also be chosen by calculating the Within Cluster Sum of Squares (WCSS). This is the sum of squares of the distances of each data point in relation to the centroids in the data points cluster.,What is the sum of squares of the distances of each data point in relation to the centroids in the data points cluster?,Within Cluster Sum of Squares (WCSS)
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"Assuming that we have 1000 observations in a dataset, and we have decided that k = 1000, the WCSS should be zero (0). This is because all the observations are considered centroids, and there is technically no distance between the observation and the centroid within the cluster since it is the sole data point in its cluster. This is certainly not a computationally sensible way to cluster data. Think about a dataset with over 100,000 observations. Also, think about the information to be gleaned from the cluster analysis; you will lack useful information.",How many observations do we have in a dataset?,1000
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"Assuming that we have 1000 observations in a dataset, and we have decided that k = 1000, the WCSS should be zero (0). This is because all the observations are considered centroids, and there is technically no distance between the observation and the centroid within the cluster since it is the sole data point in its cluster. This is certainly not a computationally sensible way to cluster data. Think about a dataset with over 100,000 observations. Also, think about the information to be gleaned from the cluster analysis; you will lack useful information.",What should the WCSS be?,zero (0)
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"Assuming that we have 1000 observations in a dataset, and we have decided that k = 1000, the WCSS should be zero (0). This is because all the observations are considered centroids, and there is technically no distance between the observation and the centroid within the cluster since it is the sole data point in its cluster. This is certainly not a computationally sensible way to cluster data. Think about a dataset with over 100,000 observations. Also, think about the information to be gleaned from the cluster analysis; you will lack useful information.",Why are all the observations considered centroids?,They are considered centroids.
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"Assuming that we have 1000 observations in a dataset, and we have decided that k = 1000, the WCSS should be zero (0). This is because all the observations are considered centroids, and there is technically no distance between the observation and the centroid within the cluster since it is the sole data point in its cluster. This is certainly not a computationally sensible way to cluster data. Think about a dataset with over 100,000 observations. Also, think about the information to be gleaned from the cluster analysis; you will lack useful information.",How much data is there in the cluster?,"100,000"
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"When you randomly initialize with a range of k values for the 1,000 observations mentioned above, i.e., between 2-10. You can use the Elbow method to find out the optimum value for k. The Elbow method produces a graph that shows this optimum value at the ""elbow"" of the line, as shown below. You select k as the WCSS decreases; the figure below shows that after 5, the decrease in WCSS is quite small.","When you randomly initialize with a range of k values for the 1,000 observations mentioned above, between 2-10, you can use what method to find the optimum value for k?",The Elbow method.
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"When you randomly initialize with a range of k values for the 1,000 observations mentioned above, i.e., between 2-10. You can use the Elbow method to find out the optimum value for k. The Elbow method produces a graph that shows this optimum value at the ""elbow"" of the line, as shown below. You select k as the WCSS decreases; the figure below shows that after 5, the decrease in WCSS is quite small.","What method produces a graph that shows k at the ""elbow"" of the line?",The Elbow method.
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"When you randomly initialize with a range of k values for the 1,000 observations mentioned above, i.e., between 2-10. You can use the Elbow method to find out the optimum value for k. The Elbow method produces a graph that shows this optimum value at the ""elbow"" of the line, as shown below. You select k as the WCSS decreases; the figure below shows that after 5, the decrease in WCSS is quite small.",The figure below shows that after 5 the decrease in what is quite small?,WCSS
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,Elbow Method,What is the Elbow Method?,
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,Reading: k-Means Clustering-sklearn.,Reading: k-Means Clustering-sklearn?,
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,Additional Reading: K-Means Clustering Algorithm,What is the K-Means Clustering Algorithm?,
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-Means Clustering and k-Nearest Neighbors have been known to cause confusion for data scientists who are new to the field. After all, we are discussing similarity measures and distances to an observation to classify or cluster into a class. The main difference is that one is an unsupervised technique, and the other is supervised. kNN is a supervised classification method that involves labeled data that is used to train a model to accurately predict the class of a new observation according to its closest or neighbor data points.",What is the main difference between k-Means Clustering and kNearest Neighbors?,It is unsupervised technique
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-Means Clustering and k-Nearest Neighbors have been known to cause confusion for data scientists who are new to the field. After all, we are discussing similarity measures and distances to an observation to classify or cluster into a class. The main difference is that one is an unsupervised technique, and the other is supervised. kNN is a supervised classification method that involves labeled data that is used to train a model to accurately predict the class of a new observation according to its closest or neighbor data points.",What is a supervised classification method?,kNN
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-means does not provide a labeled dataset to the model for learning purposes. K-means will partition the data into a number of clusters. kNN works best with data that is of the same scale, but k-means does not need the same scale data to perform well. Remember when you learned about kNN being a lazy learner? K-means is an eager learner. It is slow to train, but it tends to deal with noise in the training dataset better than a lazy learner.",What does K-means not provide to the model for learning purposes?,A labeled dataset
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-means does not provide a labeled dataset to the model for learning purposes. K-means will partition the data into a number of clusters. kNN works best with data that is of the same scale, but k-means does not need the same scale data to perform well. Remember when you learned about kNN being a lazy learner? K-means is an eager learner. It is slow to train, but it tends to deal with noise in the training dataset better than a lazy learner.",What is kNN best with?,Data that is of the same scale
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-means does not provide a labeled dataset to the model for learning purposes. K-means will partition the data into a number of clusters. kNN works best with data that is of the same scale, but k-means does not need the same scale data to perform well. Remember when you learned about kNN being a lazy learner? K-means is an eager learner. It is slow to train, but it tends to deal with noise in the training dataset better than a lazy learner.",How does k-mean cope with noise in training?,tends to deal with noise in the training dataset better than a lazy learner.
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"Metrics are employed to objectively evaluate the performance of machine learning models. When selecting a metric, you should always have the end goal of the machine learning application in mind.",What is used to evaluate the performance of machine learning models?,Metrics
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"Metrics are employed to objectively evaluate the performance of machine learning models. When selecting a metric, you should always have the end goal of the machine learning application in mind.","When selecting a metric, you should always have what in mind?",The end goal of the machine learning application
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"In practice, we are usually interested not just in making accurate predictions but also in using these predictions as part of a larger decision-making process. Before picking a machine learning metric, you should think about the high-level goal of the application, often called the business metric. The consequences of choosing a particular algorithm for a machine learning application are called the business impact. Despite being called cbusiness impactd, not losing track of the end goal is important in any scientific domain. This can be the high-level goal of avoiding traffic accidents or decreasing the number of hospital admissions. It could also be getting more users for your website, or having users spend more money in your shop. When choosing a model or adjusting parameters, you should pick the model or parameter values that have the most positive influence on the business metric. Often this is hard, as assessing the business impact of a particular model might require putting it in production in a real-life system.",What are the consequences of choosing a particular algorithm for a machine learning application called?,The business impact
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"In practice, we are usually interested not just in making accurate predictions but also in using these predictions as part of a larger decision-making process. Before picking a machine learning metric, you should think about the high-level goal of the application, often called the business metric. The consequences of choosing a particular algorithm for a machine learning application are called the business impact. Despite being called cbusiness impactd, not losing track of the end goal is important in any scientific domain. This can be the high-level goal of avoiding traffic accidents or decreasing the number of hospital admissions. It could also be getting more users for your website, or having users spend more money in your shop. When choosing a model or adjusting parameters, you should pick the model or parameter values that have the most positive influence on the business metric. Often this is hard, as assessing the business impact of a particular model might require putting it in production in a real-life system.",What is the high-level goal of avoiding traffic accidents or decreasing the number of hospital admissions?,reducing the number of hospital admissions or increasing the number of hospital admissions.
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"In the early stages of development, and for adjusting parameters, it is often infeasible to put models into production just for testing purposes, because of the high business or personal risks that can be involved. Imagine evaluating the pedestrian avoidance capabilities of a self-driving car by just letting it drive around, without verifying it first; if your model is bad, pedestrians will be in trouble! Therefore we often need to find some surrogate evaluation procedure, using an evaluation metric that is easier to compute. For example, we could test classifying images of pedestrians against non-pedestrians and measure accuracy. Keep in mind that this is only a surrogate, and it pays off to find the closest metric to the original business goal that is feasible to evaluate. This closest metric should be used whenever possible for model evaluation and selection. The result of this evaluation might not be a single numberthe consequence of your algorithm could be that you have 10% more customers, but each customer will spend 15% lessbut it should capture the expected business impact of choosing one model over another.",What is often infeasible to put models into production just for testing purposes?,
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"In the early stages of development, and for adjusting parameters, it is often infeasible to put models into production just for testing purposes, because of the high business or personal risks that can be involved. Imagine evaluating the pedestrian avoidance capabilities of a self-driving car by just letting it drive around, without verifying it first; if your model is bad, pedestrians will be in trouble! Therefore we often need to find some surrogate evaluation procedure, using an evaluation metric that is easier to compute. For example, we could test classifying images of pedestrians against non-pedestrians and measure accuracy. Keep in mind that this is only a surrogate, and it pays off to find the closest metric to the original business goal that is feasible to evaluate. This closest metric should be used whenever possible for model evaluation and selection. The result of this evaluation might not be a single numberthe consequence of your algorithm could be that you have 10% more customers, but each customer will spend 15% lessbut it should capture the expected business impact of choosing one model over another.",What is an example of an evaluation metric that is easier to compute?,a surrogate evaluation procedure
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"In the early stages of development, and for adjusting parameters, it is often infeasible to put models into production just for testing purposes, because of the high business or personal risks that can be involved. Imagine evaluating the pedestrian avoidance capabilities of a self-driving car by just letting it drive around, without verifying it first; if your model is bad, pedestrians will be in trouble! Therefore we often need to find some surrogate evaluation procedure, using an evaluation metric that is easier to compute. For example, we could test classifying images of pedestrians against non-pedestrians and measure accuracy. Keep in mind that this is only a surrogate, and it pays off to find the closest metric to the original business goal that is feasible to evaluate. This closest metric should be used whenever possible for model evaluation and selection. The result of this evaluation might not be a single numberthe consequence of your algorithm could be that you have 10% more customers, but each customer will spend 15% lessbut it should capture the expected business impact of choosing one model over another.",How many customers will each customer spend less?,15%
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"This section covers a number of common metrics used in classification, regression, and clustering problems. It is imperative that you understand which metrics are suitable for which use cases because your choice of metric (which should be decided prior to model training) will have an impact on the entire subsequent pipeline. or example, you may get different best models in the model selection process with different metrics.","What are some of the common metrics used in classification, regression, and clustering problems?",
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"This section covers a number of common metrics used in classification, regression, and clustering problems. It is imperative that you understand which metrics are suitable for which use cases because your choice of metric (which should be decided prior to model training) will have an impact on the entire subsequent pipeline. or example, you may get different best models in the model selection process with different metrics.",What should be decided prior to model training?,metric
Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"This section covers a number of common metrics used in classification, regression, and clustering problems. It is imperative that you understand which metrics are suitable for which use cases because your choice of metric (which should be decided prior to model training) will have an impact on the entire subsequent pipeline. or example, you may get different best models in the model selection process with different metrics.",How can you get different models with different metrics?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Science projects can be complex in nature and require the input and efforts of many stakeholders. A Data Scientist will lead the process, and it is important that a well-defined workflow is followed. The workflow will ensure that all stakeholders are on the same page and requirements are defined and met.",What can be complex in nature and require the input and efforts of many stakeholders?,Data Science projects
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Science projects can be complex in nature and require the input and efforts of many stakeholders. A Data Scientist will lead the process, and it is important that a well-defined workflow is followed. The workflow will ensure that all stakeholders are on the same page and requirements are defined and met.",What is important to a well-defined workflow?,It is followed
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Science projects can be complex in nature and require the input and efforts of many stakeholders. A Data Scientist will lead the process, and it is important that a well-defined workflow is followed. The workflow will ensure that all stakeholders are on the same page and requirements are defined and met.",How will all stakeholders be on the same page?,A well-defined workflow
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"A data scientist will produce a solution that is effective and achieves business and analytic objectives with the end goal of meeting a business need. In this module, we will explore the data science lifecycle. Keep in mind that, just like the system development life cycle (SDLC), the data science life cycle is not linear. Real-world problems will introduce hurdles that require the process to be iterative in nature. The lifecycle will give structure to the process and ensure that the data scientist stays on task.",What will a data scientist achieve with the end goal of meeting a business need?,Business and analytic objectives
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"A data scientist will produce a solution that is effective and achieves business and analytic objectives with the end goal of meeting a business need. In this module, we will explore the data science lifecycle. Keep in mind that, just like the system development life cycle (SDLC), the data science life cycle is not linear. Real-world problems will introduce hurdles that require the process to be iterative in nature. The lifecycle will give structure to the process and ensure that the data scientist stays on task.",What is the data science life cycle similar to?,System development life cycle
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"A data scientist will produce a solution that is effective and achieves business and analytic objectives with the end goal of meeting a business need. In this module, we will explore the data science lifecycle. Keep in mind that, just like the system development life cycle (SDLC), the data science life cycle is not linear. Real-world problems will introduce hurdles that require the process to be iterative in nature. The lifecycle will give structure to the process and ensure that the data scientist stays on task.",How will the data scientist stay on task?,The lifecycle will give structure to the process.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Figure 2. Data Science Life Cycle (courtesy: Microsoft ),What is the Data Science Life Cycle courtesy of Microsoft?,Figure 2
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"You can draw similarities between the CRISP-DM lifecycle and the data science lifecycle. Perusing the Internet, you will also find that different data science solution vendors have adapted the lifecycle to fit their products and the solutions supported by their tools. The data science lifecycle is briefly explained below:",What is the CRISP-DM lifecycle?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"You can draw similarities between the CRISP-DM lifecycle and the data science lifecycle. Perusing the Internet, you will also find that different data science solution vendors have adapted the lifecycle to fit their products and the solutions supported by their tools. The data science lifecycle is briefly explained below:",What are the data science solutions vendors that have adapted the lifecycle to fit their products?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Business Understanding. cWe fail more often because we solve the wrong problem than because we get the wrong solution to the right problem.d  Professor Russell L. Ackoff.,What do we do more often because we solve the wrong problem than because we get the wrong solution to the right problem?,Fail
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Business Understanding. cWe fail more often because we solve the wrong problem than because we get the wrong solution to the right problem.d  Professor Russell L. Ackoff.,What is Professor Russell L. Ackoff?,Business Understanding
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data scientists are tasked with providing solutions to difficult business problems, and those solutions should be supported by factual data. Prior to solving a problem, it is important to understand the context of the business and the problem. This must include defining business and analytical objectives, as well as identifying data sources.",What is tasked with providing solutions to difficult business problems?,Data scientists
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data scientists are tasked with providing solutions to difficult business problems, and those solutions should be supported by factual data. Prior to solving a problem, it is important to understand the context of the business and the problem. This must include defining business and analytical objectives, as well as identifying data sources.",What should be supported by factual data?,Solutions to difficult business problems
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data scientists are tasked with providing solutions to difficult business problems, and those solutions should be supported by factual data. Prior to solving a problem, it is important to understand the context of the business and the problem. This must include defining business and analytical objectives, as well as identifying data sources.","Before solving a problem, it is important to understand what?",The context of the business and the problem.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Data Acquisition. This process involves obtaining data from various sources and may also require setting up a data collection task and infrastructure.,What process involves obtaining data from various sources?,Data Acquisition
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Data Acquisition. This process involves obtaining data from various sources and may also require setting up a data collection task and infrastructure.,What is another way to collect data?,Using a data collection task and infrastructure.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Subsequently, you will perform data preparation to ensure the data is ready for analysis.",What is the purpose of the data preparation?,To ensure the data is ready for analysis.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Preparation. This is the process of cleaning and transforming raw data prior to processing and analysis. This needs to be done carefully as assumptions made here may influence, or even limit, the use of the data during analysis.",What is the process of cleaning and transforming raw data prior to processing and analysis?,Data Preparation
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Preparation. This is the process of cleaning and transforming raw data prior to processing and analysis. This needs to be done carefully as assumptions made here may influence, or even limit, the use of the data during analysis.",What does Data Preparation mean?,Cleaning and transforming raw data before processing and analysis.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Exploration and Cleaning. The quality of your dataset will determine your success in meeting your business objectives. Data exploration includes identifying variables, conducting univariate and multivariate analyses, identifying outliers, anomalies, and missing values, as well as feature creation and selection. We will cover these topics in future units.",What will determine your success in meeting your business objectives?,The quality of your dataset
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data Exploration and Cleaning. The quality of your dataset will determine your success in meeting your business objectives. Data exploration includes identifying variables, conducting univariate and multivariate analyses, identifying outliers, anomalies, and missing values, as well as feature creation and selection. We will cover these topics in future units.",What does Data Exploration and Cleaning include?,Identifying variables
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Modeling. Later in this course, you will explore modeling and learn about choosing the appropriate model based on the problem. You will study algorithms to implement analytical models and tune their hyper-parameters to achieve the desired performance. We will learn about the balance between generalizability and performance. In general, you want your model to learn and perform well but also to be robust when tested on unseen data.",What type of model will you learn later in the course?,Modeling
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Modeling. Later in this course, you will explore modeling and learn about choosing the appropriate model based on the problem. You will study algorithms to implement analytical models and tune their hyper-parameters to achieve the desired performance. We will learn about the balance between generalizability and performance. In general, you want your model to learn and perform well but also to be robust when tested on unseen data.",What is the balance between generalizability and performance?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Modeling. Later in this course, you will explore modeling and learn about choosing the appropriate model based on the problem. You will study algorithms to implement analytical models and tune their hyper-parameters to achieve the desired performance. We will learn about the balance between generalizability and performance. In general, you want your model to learn and perform well but also to be robust when tested on unseen data.",How do you want your model to learn and perform well?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Feature Engineering is needed to prepare proper datasets that are compatible with the suitable algorithms and to improve the performance of models by leveraging domain knowledge to capture the signal of interest in the features.,What is needed to prepare datasets that are compatible with the appropriate algorithms?,Feature engineering
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,Feature Engineering is needed to prepare proper datasets that are compatible with the suitable algorithms and to improve the performance of models by leveraging domain knowledge to capture the signal of interest in the features.,What is required to improve the performance of models by using domain knowledge?,Feature Engineering
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Model Training is made efficient when you have adequately prepared your data and engineered new features. Model training involves maximizing performance and finding a balance between performance and generalization. Even in cases when a Data Scientist has collected millions of records, data should be considered and treated as a scarce resource since it may be expensive to obtain.",What is the purpose of Model Training?,maximizing performance and finding a balance between performance and generalization.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Model Training is made efficient when you have adequately prepared your data and engineered new features. Model training involves maximizing performance and finding a balance between performance and generalization. Even in cases when a Data Scientist has collected millions of records, data should be considered and treated as a scarce resource since it may be expensive to obtain.",What does Model Training involve maximizing performance?,Finding a balance between performance and generalization.
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Model Training is made efficient when you have adequately prepared your data and engineered new features. Model training involves maximizing performance and finding a balance between performance and generalization. Even in cases when a Data Scientist has collected millions of records, data should be considered and treated as a scarce resource since it may be expensive to obtain.","When a Data Scientist has collected millions of records, what should be considered and treated as?",A scarce resource
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Models are trained on dedicated training data and evaluated on dedicated test data. Models should not be tested on the data they have been trained on. The ability to match the training performance on unseen test data is referred to as the model's ability to generalize. To operationalize this during training, a validation data set is often sampled from the test data to allow an estimation of test performance during training. In the lifecycle, it is important that this separation is anticipated early because it may influence what parts of the data may be surveyed for feature engineering and model design at the beginning of the project without violating the training/test split.",How are Models trained on dedicated training data and evaluated on dedicated test data?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Models are trained on dedicated training data and evaluated on dedicated test data. Models should not be tested on the data they have been trained on. The ability to match the training performance on unseen test data is referred to as the model's ability to generalize. To operationalize this during training, a validation data set is often sampled from the test data to allow an estimation of test performance during training. In the lifecycle, it is important that this separation is anticipated early because it may influence what parts of the data may be surveyed for feature engineering and model design at the beginning of the project without violating the training/test split.",What is the ability to match the training performance on unseen test data referred to as?,The model's ability to generalize
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Models are trained on dedicated training data and evaluated on dedicated test data. Models should not be tested on the data they have been trained on. The ability to match the training performance on unseen test data is referred to as the model's ability to generalize. To operationalize this during training, a validation data set is often sampled from the test data to allow an estimation of test performance during training. In the lifecycle, it is important that this separation is anticipated early because it may influence what parts of the data may be surveyed for feature engineering and model design at the beginning of the project without violating the training/test split.",How is a validation data set often sampled from the test data to allow an estimation of test performance during training?,
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Model Evaluation is an essential step in the lifecycle. Typically, analytical solutions are meant to provide results when fitted with different datasets or when new data is introduced. Depending on the nature of the task (as stated in the analytic objective), model evaluation will follow corresponding metrics and techniques that will be explored in this course.",What is an essential step in the lifecycle?,Model Evaluation
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Model Evaluation is an essential step in the lifecycle. Typically, analytical solutions are meant to provide results when fitted with different datasets or when new data is introduced. Depending on the nature of the task (as stated in the analytic objective), model evaluation will follow corresponding metrics and techniques that will be explored in this course.",What are analytical solutions meant to provide when fitted with different datasets or when new data is introduced?,results
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Deployment. Once you have evaluated your models to ensure accuracy and performance, you will deploy the model to an environment for application consumption.",What is the purpose of evaluating your models to ensure accuracy and performance?,Deployment
Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Deployment. Once you have evaluated your models to ensure accuracy and performance, you will deploy the model to an environment for application consumption.",What environment will you deploy to?,Application consumption
Advanced Natural Language Processing,Language Representation and Transformers,Module 24 Summary,,This is a new page with empty contents.,What is a new page with empty contents?,This
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"Machine learning involves formulating a hypothetical mapping from the input features to the output space. It is often the case that many different implementations of the mapping could work (for example, classification can be carried out by logistic regression, support vector machines, or k-nearest neighbors), but the best mapping depends on the underlying data distribution and available training data. Model selection is a systematic process of identifying this best mapping and builds upon the following concepts:",What involves formulating a hypothetical mapping from the input features to the output space?,Machine learning
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"Machine learning involves formulating a hypothetical mapping from the input features to the output space. It is often the case that many different implementations of the mapping could work (for example, classification can be carried out by logistic regression, support vector machines, or k-nearest neighbors), but the best mapping depends on the underlying data distribution and available training data. Model selection is a systematic process of identifying this best mapping and builds upon the following concepts:","What can be done by logistic regression, support vector machines, or k-nearest neighbors?",Classification
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"A model is a set of assumptions you make about your data, which in turn defines the hypothesis space over which learning performs its search",What is a set of assumptions you make about your data?,A model
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"A model is a set of assumptions you make about your data, which in turn defines the hypothesis space over which learning performs its search",What defines the hypothesis space over which learning performs its search?,A model of assumptions you make about your data
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The model parameters are the numeric values or structures that are derived from the learning process.,What are the numeric values or structures that are derived from?,The learning process
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The model hyperparameters are the numeric values or structures that impact the learning process but are not selected by the learning process.,What are model hyperparameters?,Numeric values or structures
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The model hyperparameters are the numeric values or structures that impact the learning process but are not selected by the learning process.,What are the numeric values or structures that impact the learning process?,The model hyperparameters
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The learning algorithm specifies the way in which model parameters are updated or derived from the input data.,What algorithm specifies the way in which model parameters are updated or derived from input data?,The learning algorithm
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"With these definitions, model selection can be considered the process of identifying the learning algorithm, hyperparameters, and associated pre-processing and post-processing steps that yields the best-fitting model for your data. The table below shows an example of two candidate models for binary classification.","What is the process of identifying the learning algorithm, hyperparameters, and pre-processing steps that yield the best-fitting model for your data?",model selection
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"With these definitions, model selection can be considered the process of identifying the learning algorithm, hyperparameters, and associated pre-processing and post-processing steps that yields the best-fitting model for your data. The table below shows an example of two candidate models for binary classification.",What are two candidate models for binary classification?,Table below
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Component,What is the component of the component?,The component is called The component of the component is called The component of the component is called The
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Component,What component does the component component have?,Has a component component that has the component name is ''
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Model 1,What is the Model 1 model?,
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Model 2,What is the Model 2 model?,
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Hyperparameters,What are hyperparameters?,
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Hyperparameters,What is the name of the Hyperparameter?,"The Name of the Hyperparameter is ""Cause of Parameters""."
Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"Learning rate \\(\\alpha =0.1\\), regularizer \\(\\lambda =1\\), number of iterations \\(N = 1000\\)",,
