,File_name,Concepts,Questions
0,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.","XML version: 1.0
   - What is the significance of XML version 1.0 in the document?"
1,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". Encoding: UTF-8
   - Why is UTF-8 encoding used in this XML document?"
2,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". DTD: Workbook Page MathML 3.8
   - What is the purpose of the DTD Workbook Page MathML 3.8 in this XML document?"
3,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN
   - How is the DTD Public Identifier used in the XML document?"
4,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd
   - What is the significance of the DTD URL in the XML document?"
5,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". XML namespaces: bib, cmd, m, pref, theme, wb
   - Why are these specific XML namespaces (bib, cmd, m, pref, theme, wb) used in the document?"
6,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d
   - How is the Workbook page ID used in the XML document?"
7,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". Page title: New Page
   - What is the purpose of the page title in the XML document?"
8,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",". Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3
   - Why is a unique Paragraph ID assigned in the XML document?"
9,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.","0. Paragraph content: This is a new page with empty contents.
    - What does the paragraph content signify in the XML document?"
10,/content/data/fbd79b96472448dfb2ebd5f3382f133d.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fbd79b96472448dfb2ebd5f3382f133d, Page title: New Page, Paragraph ID: da6c71929ec14ab6b9aabf22743da0f3,. Paragraph content: This is a new page with empty contents.",?
0,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.","Vision document: 
   - Why is the vision document considered the starting point of a documentation set?"
1,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - What is the purpose of a vision document in a project?
2,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - When should a vision document be created in the project timeline?
3,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - How does a vision document help in aligning collaborators towards the same goal?
4,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.",". Collaborators: 
   - Why is it important to have a clear vision and documentation when working with multiple collaborators?"
5,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - What role do collaborators play in a project?
6,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - When should collaborators be involved in the project planning process?
7,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - How can clear documentation assist collaborators in a project?
8,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.",". Virtual Case File study: 
   - Why did the Virtual Case File project fail?"
9,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - What was the impact of an unclear vision on the Virtual Case File project?
10,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - When did the Virtual Case File project take place?
11,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - How could a clearer vision have potentially saved the Virtual Case File project?
12,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.",". FBI: 
   - Why did the FBI waste over $100 million on a case-management software project?"
13,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - What was the FBI's role in the Virtual Case File project?
14,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - When did the FBI initiate the case-management software project?
15,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - How did the FBI's unclear vision contribute to the project failure?
16,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.",". Data science knowledge: 
   - Why is data science knowledge important in project documentation?"
17,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - What aspects of data science knowledge are relevant to project documentation?
18,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - When should data science knowledge be applied in project planning and execution?
19,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.", - How can data science knowledge help in preventing project failures like the Virtual Case File project?
20,/content/data/ec0e8fe23815494b830d5d25f22e55a2.xml," Vision document: The starting point of documentation set, provides an overview of the project, removes ambiguities, and aligns collaborators towards the same goal., Collaborators: The importance of having clear vision and documentation when working with multiple collaborators., Virtual Case File study: Example of a project failure due to an unclear vision., FBI: The organization that wasted over $100 million on a case-management software project., Data science knowledge: The text provides information related to project documentation and the impact of unclear vision on project success.",?
0,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.",Data science: Why is the primary goal of data science to generate specific conclusions based on evidence or data?
1,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.", Data-driven: What does it mean when we say that data science is data-driven?
2,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.", Algorithmic Bias: How does the directionality of time and the implications of historical discrimination affect data analysis?
3,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.", Discrimination: How can data science be discriminatory due to the nature of making predictions and classifications?
4,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.", Data imbalance: What steps do data scientists need to take to account for data imbalance in datasets?
5,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.", Case Study: What was the impact of the school assignment algorithm in Boston on minority families?
6,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.", Proper consideration and design: How could the negative impact on minority families have been avoided with proper consideration and design of the algorithm?
7,/content/data/f6a6e752b7e24948a450dd7d36f338dd.xml," Data science: The primary goal of data science is to generate specific conclusions based on evidence or data., Data-driven: Data science relies on information about the past to make inferences and predictions about the future., Algorithmic Bias: Data scientists must consider the directionality of time and the implications of historical discrimination when analyzing data about the past., Discrimination: Data science can be discriminatory due to the nature of making predictions and classifications, which can be skewed towards certain groups., Data imbalance: Data scientists need to be aware of minority subgroups in datasets and take steps to account for data imbalance to ensure unbiased results., Case Study: The case study discusses the implementation of a school assignment algorithm in Boston and its impact on minority families due to limited access to high-quality schools in certain neighborhoods., Proper consideration and design: The negative impact on minority families could have been avoided with proper consideration and design of the algorithm.",?
0,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents.""","XML version: 1.0
   - What is the XML version used in the document?"
1,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Encoding: UTF-8
   - Why is UTF-8 encoding used in XML documents?"
2,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Document type: Workbook Page MathML 3.8
   - What does the document type 'Workbook Page MathML 3.8' signify in an XML document?"
3,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN
   - How is the public identifier used in an XML document?"
4,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd
   - Why is the Document Type Definition (DTD) URL important in an XML document?"
5,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," XML namespaces: bib, cmd, m, pref, theme, wb
   - What are the purposes of the XML namespaces: bib, cmd, m, pref, theme, wb?"
6,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46
   - How is the workbook page ID used in the XML document?"
7,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Title: Module 21 Summary
   - What does the title 'Module 21 Summary' represent in the XML document?"
8,/content/data/f0cb71ecc8fa41a6aa43f49eea010a46.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Public identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, Document type definition (DTD) URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: f0cb71ecc8fa41a6aa43f49eea010a46, Title: Module 21 Summary, Paragraph ID: e31220493e7044e799ec49fa44b0539f,. Paragraph content: ""This is a new page with empty contents."""," Paragraph ID: e31220493e7044e799ec49fa44b0539f
   - Why is a unique paragraph ID necessary in an XML document?"
