,Unnamed: 0,File_name,Concepts,Questions
666,1,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity"," What is the basic concept of atoms, molecules, and ions?"
667,2,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", When are biomarkers typically detected in the human body?
668,3,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", How does genetic makeup interact with environmental exposure to affect health?
669,4,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", What are the potential effects of environmental exposure on human health?
670,5,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", Why is early detection crucial in disease diagnosis and treatment?
671,6,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", How does the diagnosis and treatment process work for diseases detected through biomarkers?
672,7,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", What information can be obtained from analyzing exhaled breath?
673,8,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity", What are biomarker fingerprints and how are they used in disease diagnosis?
674,9,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity",. How is a molecule's identity determined?
675,10,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity",. What role do the numbers and types of atoms play in determining a molecule's identity?
676,11,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity",. How does the bonding of atoms affect the identity of a molecule?
677,12,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity",. What are the fundamental chemical principles related to the composition of matter?
678,13,/content/x-oli-workbook_page/p0_intro_molecules.xml," Data science knowledge, Introduction to Atoms, Molecules, and Ions, Biomarkers, Genetic makeup, Environmental exposure, Early detection, Diagnosis and treatment, Exhaled breath, Biomarker fingerprints,. Molecule's identity,. Numbers and types of atoms,. Bonding of atoms,. Composition of matter,. Molecular identity",. How is molecular identity central to the concept of the composition of matter?
680,0,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",Ideal gas equation: What is the ideal gas equation and when is it applicable?
681,1,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Intermolecular attractions: How do intermolecular attractions affect the behavior of gas molecules?
682,2,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Gas molecules: Why are the volume and attractions of gas molecules important in the van der Waals equation?
683,3,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Volume of gas molecules: How does the volume of gas molecules affect the behavior of gases under different pressure and temperature conditions?
684,4,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Attractive forces between gas molecules: What role do attractive forces between gas molecules play in the van der Waals equation?
685,5,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Van der Waals equation: When should the van der Waals equation be used instead of the ideal gas law?
686,6,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Constants a and b: What do the constants a and b represent in the van der Waals equation?
687,7,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Correction for intermolecular attraction: Why is a correction for intermolecular attraction necessary in the van der Waals equation?
688,8,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material", Correction for volume of molecules: How does the correction for volume of molecules affect the van der Waals equation?
689,9,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Deviations from ideal gas law: Under what conditions do gases deviate significantly from the ideal gas law?
690,10,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Pressure and temperature conditions: How do pressure and temperature conditions affect the behavior of gases?
691,11,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Van der Waals constants for common gases: What are the van der Waals constants for common gases and how are they used?
692,12,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Compressibility factor: How does the compressibility factor reflect the behavior of gases under different pressure conditions?
693,13,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Pressure calculation using ideal gas law: How can the pressure of a gas be calculated using the ideal gas law?
694,14,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Pressure calculation using van der Waals equation: How can the pressure of a gas be calculated using the van der Waals equation?
695,15,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Difference between ideal gas law and van der Waals equation: What is the difference between the ideal gas law and the van der Waals equation?
696,16,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Openstax Chemistry source: Where can I find more information about the van der Waals equation and gas laws?
697,17,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Creative Commons Attribution 4.0 License: What permissions does the Creative Commons Attribution 4.0 License grant?
698,18,/content/x-oli-workbook_page/p5_van_der_waals.xml," Ideal gas equation, Intermolecular attractions, Gas molecules, Volume of gas molecules, Attractive forces between gas molecules, Van der Waals equation, Constants a and b, Correction for intermolecular attraction, Correction for volume of molecules,. Deviations from ideal gas law,. Pressure and temperature conditions,. Van der Waals constants for common gases,. Compressibility factor,. Pressure calculation using ideal gas law,. Pressure calculation using van der Waals equation,. Difference between ideal gas law and van der Waals equation,. Openstax Chemistry source,. Creative Commons Attribution 4.0 License,. Download link for the source material",. Download link for the source material: Where can I download the source material for this information?
700,0,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.",How does the distance between two orbitals affect their overlap?
701,1,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", What happens when orbitals are oriented on a direct line between the two nuclei?
702,2,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", What are sigma bonds and how are they formed?
703,3,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", How are pi bonds formed?
704,4,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", What is the difference between single bonds and multiple bonds in terms of sigma and pi bonds?
705,5,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", Why is each individual pi bond generally weaker than a corresponding sigma bond?
706,6,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", How many sigma bonds and pi bonds does Butadiene (C4H6) contain?
707,7,/content/x-oli-workbook_page/p2_sigma_pi.xml," Distance between two orbitals affects their overlap., Greater overlap is possible when orbitals are oriented on a direct line between the two nuclei., Sigma bonds (\xcf\x83 bonds) are formed by the overlap of two s orbitals, an s orbital and a p orbital, and two p orbitals., Pi bonds (\xcf\x80 bonds) are formed by the side-by-side overlap of two p orbitals., Single bonds are sigma bonds, while multiple bonds consist of both sigma and pi bonds., Each individual pi bond is generally weaker than a corresponding sigma bond., Butadiene (C4H6) contains seven sigma bonds and two pi bonds., The source of the information is Openstax Chemistry, licensed under Creative Commons Attribution 4.0 License.", What is the source of this information and under what license is it provided?
709,0,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License",What are phase changes in the context of chemistry?
710,1,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", How does vaporization and condensation occur in a substance?
711,2,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", When does melting and freezing occur in a crystalline solid?
712,3,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", What is the process of sublimation and deposition?
713,4,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", Why is the Periodic Table of Elements important in understanding phase changes?
714,5,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", How does kinetic energy affect the phase of a substance?
715,6,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", What are the forces that hold substances together in different phases?
716,7,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", What happens to a substance in the liquid phase when it is heated?
717,8,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License", What happens to a substance in the gas phase when it is cooled?
718,9,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License",. How does a crystalline solid transition to the liquid state?
719,10,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License",. What is the process of transitioning to the liquid state called?
720,11,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License",. How do Intermolecular Forces (IMFs) affect the phase of a substance?
721,12,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License",. What conditions are necessary for freezing to occur?
722,13,/content/x-oli-workbook_page/p1_phase_change.xml," Phase Changes, Vaporization and Condensation, Melting and Freezing, Sublimation and Deposition, The Periodic Table of Elements, Kinetic energy, Forces holding substances together, Liquid phase, Gas phase,. Crystalline solid,. Transitioning to the liquid state,. IMFs (Intermolecular Forces),. Freezing,. Solids transitioning directly into the gaseous state,. Sublimation,. Deposition,. Frost formation,. Creative Commons Attribution 4.0 License",. How do solids transition directly into the gaseous state?
