Unit,Module,Title,Subheaders,Paragraph,Question,Answer_generated
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",(1) The user shall be able to view the billing addresses in the system.,The user shall be able to view the billing addresses in the system by using what?,(1) The user shall be able to view the billing addresses in the system. Q: The user shall be able to view the billing addresses in the system by using what? A: the billing addresses in the system
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",(2) The system shall display updated customer service and billing addresses.,The system shall display updated customer service and billing addresses in a format that is consistent with what other service provider?,(2) The system shall display updated customer service and billing addresses. Q: The system shall display updated customer service and billing addresses in a format that is consistent with what other service provider? A: other service provider
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements","Functional requirements considered in the software and application development process include the business rules, user and system authorization levels, authentication, and regulatory requirements.",User and system authorization levels are considered what?,"Functional requirements considered in the software and application development process include the business rules, user and system authorization levels, authentication, and regulatory requirements. Q: User and system authorization levels are considered what? A: business rules"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements","Non-functional requirements (NFR) describe the performance and behavior of a system. They are also referred to as operational requirements. The NFRs for a traditional IT project will describe the attributes of a system, including the system's scalability, usability, maintainability, performance, reliability, availability, capacity, interoperability, and security.","NFRs for a traditional IT project will describe the attributes of a system, including the system's scalability, usability, maintainability, performance, reliability, availability, and what else?","Non-functional requirements (NFR) describe the performance and behavior of a system. They are also referred to as operational requirements. The NFRs for a traditional IT project will describe the attributes of a system, including the system's scalability, usability, maintainability, performance, reliability, availability, capacity, interoperability, and security. Q: NFRs for a traditional IT project will describe the attributes of a system, including the system's scalability, usability, maintainability, performance, reliability, availability, and what else? A: availability"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Interoperability,The Apple Watch is a device that allows users to do what?,Interoperability Q: The Apple Watch is a device that allows users to do what? A: do what?
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Interoperability refers to the degree two or more systems can usefully exchange meaningful information via interfaces in a particular context.,"In a particular context, an interface that is able to exchange meaningful information via interfaces is called what?","Interoperability refers to the degree two or more systems can usefully exchange meaningful information via interfaces in a particular context. Q: In a particular context, an interface that is able to exchange meaningful information via interfaces is called what? A: Interoperability"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Modifiability,Modifiability of the aircraft is determined by what?,Modifiability Q: Modifiability of the aircraft is determined by what? A: what? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What?
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Modifiability refers to the ease of modifying the system with minimal changes to the architecture.,The ease of modifying the system with minimal changes to the architecture is called what?,Modifiability refers to the ease of modifying the system with minimal changes to the architecture. Q: The ease of modifying the system with minimal changes to the architecture is called what? A: Theoretical
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Performance,"Performance in the game, what is the name of the game that is based on the game?","Performance Q: Performance in the game, what is the name of the game that is based on the game? A: the game"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements","Performance refers to the software systems ability to meet timing requirements. When events occurinterrupts, messages, requests from users or other systems, or clock events marking the passage of timethe system, or some element of the system, must respond to them in time.","When events occur, what must the system respond to?","Performance refers to the software systems ability to meet timing requirements. When events occurinterrupts, messages, requests from users or other systems, or clock events marking the passage of timethe system, or some element of the system, must respond to them in time. Q: When events occur, what must the system respond to? A: messages"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Security,"Security, and what else?","Security Q: Security, and what else? A: What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else? What else?"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Usability,Usability of the system is determined by what?,Usability Q: Usability of the system is determined by what? A: what? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What?
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Scalability,Scalability and performance of the components of a computer is determined by what?,Scalability Q: Scalability and performance of the components of a computer is determined by what? A: what? the components of a computer
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Scalability refers to the ease of adding new resources to a system to cope with increasing demands on its use.,"In addition to the ease of adding new resources, what else can be added to the system?","Scalability refers to the ease of adding new resources to a system to cope with increasing demands on its use. Q: In addition to the ease of adding new resources, what else can be added to the system? A: ease of adding new resources"
Data Science Project Planning,Requirements Gathering,Functional and Non-Functional Requirements,"Functional Requirements,Decomposing User Requirements into Functional Requirements,How can a customer perform this task within the system?,Functional Requirement for Customers (1):,Functional Requirement (2):,How will the system confirm that the billing address has been updated?,We know that a requirement must be verifiable, traceable, and unambiguous to be considered a complete requirement. The Business Analyst must ensure that these functional requirements meet the criteria for a good requirement.,Non-Functional Requirements",Modules and Architecture,Modules and Architecture are examples of what type of architecture?,Modules and Architecture Q: Modules and Architecture are examples of what type of architecture? A: Architecture
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,True Positives (TP) is the number of positive data points that are correctly predicted as positive.,Positive data points are the number of positive data points that are correctly predicted as negative data points?,True Positives (TP) is the number of positive data points that are correctly predicted as positive. Q: Positive data points are the number of positive data points that are correctly predicted as negative data points? A: Positive
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,"A trick for remembering these definitions is that the second term denotes what is predicted, and the first term denotes whether this prediction is correct (true) or incorrect (false). For example, false negative means the negative label is predicted but it is false (i.e., the ground truth label is positive).",False positive means the label is not true but what is the label is not true?,"A trick for remembering these definitions is that the second term denotes what is predicted, and the first term denotes whether this prediction is correct (true) or incorrect (false). For example, false negative means the negative label is predicted but it is false (i.e., the ground truth label is positive). Q: False positive means the label is not true but what is the label is not true? A: the ground truth label"
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,FN,FN: What is the name of the person who is the subject of the book?,FN Q: FN: What is the name of the person who is the subject of the book? A: FN: Q
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,"Recall is used when you want to optimize your model to detect positive instances as best as possible, potentially at the cost of many false positives. For example, cancer detection models may aim for high recall values because predicting healthy people as having cancer (false positive) is less costly than predicting people having cancer as healthy (false negative).",What is the cost of cancer detection models?,"Recall is used when you want to optimize your model to detect positive instances as best as possible, potentially at the cost of many false positives. For example, cancer detection models may aim for high recall values because predicting healthy people as having cancer (false positive) is less costly than predicting people having cancer as healthy (false negative). Q: What is the cost of cancer detection models? A: many false positives"
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,F1 score is the harmonic mean of precision and recall:,F1 score is the harmonic mean of precision and recall: what is the harmonic mean of precision and recall?,F1 score is the harmonic mean of precision and recall: Q: F1 score is the harmonic mean of precision and recall: what is the harmonic mean of precision and recall? A: F1 score
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,"where \\(y\\) is the ground truth label. The logistic loss is a value between 0 and 1; the lower the loss, the better your model is. In contrast to the metrics introduced so far, the logistic loss is differentiable and often used as the target loss function during model training.","In contrast to the metrics introduced so far, the logistic loss is differentiable and often used as what?","where \\(y\\) is the ground truth label. The logistic loss is a value between 0 and 1; the lower the loss, the better your model is. In contrast to the metrics introduced so far, the logistic loss is differentiable and often used as the target loss function during model training. Q: In contrast to the metrics introduced so far, the logistic loss is differentiable and often used as what? A: the target loss function"
Model Evaluation,Metrics and Interpretation,Classification Evaluation Metrics,,"The ROC curve is a chart that shows the performance of a classifier by highlighting the true positive rate against the false-positive rate at certain thresholds. Alternatively, it can be considered as expressing the sensitivity as a function of the false-positive rate. Area Under the ROC Curve, otherwise known as AUC, measures the entire area underneath the ROC curve, and it is the measure of the classifier's ability to distinguish between classes. It also provides a measure of performance across different thresholds. The AUC measures how well predictions are ranked and the quality of the prediction. AUC might not be useful for certain scenarios, such as it does not tell you much about the ""cost of different errors,"" instead of giving similar weight to all errors. The general interpretation of the chart is that the higher the AUC, the better the model is at its task of distinguishing between classes, e.g., the model has predicted observations that are apples as apples and observations that are not apples as not apples.",The AUC is also known as what?,"The ROC curve is a chart that shows the performance of a classifier by highlighting the true positive rate against the false-positive rate at certain thresholds. Alternatively, it can be considered as expressing the sensitivity as a function of the false-positive rate. Area Under the ROC Curve, otherwise known as AUC, measures the entire area underneath the ROC curve, and it is the measure of the classifier's ability to distinguish between classes. It also provides a measure of performance across different thresholds. The AUC measures how well predictions are ranked and the quality of the prediction. AUC might not be useful for certain scenarios, such as it does not tell you much about the ""cost of different errors,"" instead of giving similar weight to all errors. The general interpretation of the chart is that the higher the AUC, the better the model is at its task of distinguishing between classes, e.g., the model has predicted observations that are apples as apples and observations that are not apples as not apples. Q: The AUC is also known as what? A: AUC"
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Introduction to Computer Vision,,"Computer vision is the study of how to equip computers with (super) human-level perception, or more specifically, how to analyze or manipulate pixel values in a meaningful way. While computer vision models take input feature matrices and output scalars or vectors, much like the standard machine learning paradigm, the fact that their inputs are images (2D or 3D matrices) presents several interesting challenges.",What is the study of how to equip computers with?,"Computer vision is the study of how to equip computers with (super) human-level perception, or more specifically, how to analyze or manipulate pixel values in a meaningful way. While computer vision models take input feature matrices and output scalars or vectors, much like the standard machine learning paradigm, the fact that their inputs are images (2D or 3D matrices) presents several interesting challenges. Q: What is the study of how to equip computers with? A: (super) human-level perception"
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Introduction to Computer Vision,,"Through the course of this module, we will be building upon the Deep Neural Network concepts introduced in the previous module. The power of neural networks, particularly multilayer perceptrons, lies in the ability to automatically extract a hierarchy of features at different levels of abstraction for classification tasks. As a result, neural networks preclude the need for feature engineering as standard machine learning methods require. However, one of its downsides is the presence of too many parameters and the inability to incorporate particular input structures required to model data from specific domains.",The Deep Neural Network concept is a good example of what?,"Through the course of this module, we will be building upon the Deep Neural Network concepts introduced in the previous module. The power of neural networks, particularly multilayer perceptrons, lies in the ability to automatically extract a hierarchy of features at different levels of abstraction for classification tasks. As a result, neural networks preclude the need for feature engineering as standard machine learning methods require. However, one of its downsides is the presence of too many parameters and the inability to incorporate particular input structures required to model data from specific domains. Q: The Deep Neural Network concept is a good example of what? A: multilayer perceptrons"
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Introduction to Computer Vision,,"Let us consider the image analysis task, where we would like to figure out what is happening in a given image or a sequence of images. In this image of a pickup truck (Figure 1), we get important signals regarding the objects within the truck, such as wheels, headlights, doors, and so on. The spatial proximity of the key features helps us understand what is happening in this image. This is the task of image understanding in computer vision. The input to all the computer vision models is the raw pixels in the images, which are just matrices of numbers representing the intensity levels of various spatial locations. From the computer's view, an image (Figure 2) is just a big matrix with a number (or tuple of numbers) at every pixel (Figure 3).",The input to the computer models is what?,"Let us consider the image analysis task, where we would like to figure out what is happening in a given image or a sequence of images. In this image of a pickup truck (Figure 1), we get important signals regarding the objects within the truck, such as wheels, headlights, doors, and so on. The spatial proximity of the key features helps us understand what is happening in this image. This is the task of image understanding in computer vision. The input to all the computer vision models is the raw pixels in the images, which are just matrices of numbers representing the intensity levels of various spatial locations. From the computer's view, an image (Figure 2) is just a big matrix with a number (or tuple of numbers) at every pixel (Figure 3). Q: The input to the computer models is what? A: raw pixels"
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Introduction to Computer Vision,,Figure 2. What a person sees.,What is the name of the person who sees?,Figure 2. What a person sees. Q: What is the name of the person who sees? A: a person who sees
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Introduction to Computer Vision,,Figure 3. What a computer sees.,What a computer sees?,Figure 3. What a computer sees. Q: What a computer sees? A: a computer
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,Is the dataset of the appropriate size for the proposed method? How many data points and how many features does it contain?,Is the dataset of the appropriate size for the proposed method? How many data points and how many features does it contain?,Is the dataset of the appropriate size for the proposed method? How many data points and how many features does it contain? Q: Is the dataset of the appropriate size for the proposed method? How many data points and how many features does it contain? A: How many data points
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,What distribution do the individual phenomena in the data follow?,What distribution do the individual phenomena in the data follow?,What distribution do the individual phenomena in the data follow? Q: What distribution do the individual phenomena in the data follow? A: distribution
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,Is the dataset raw or readily processable? What preprocessing is necessary and how will it influence the relevant patterns?,Is the dataset raw or readily processable? What preprocessing is necessary and how will it influence the relevant patterns?,Is the dataset raw or readily processable? What preprocessing is necessary and how will it influence the relevant patterns? Q: Is the dataset raw or readily processable? What preprocessing is necessary and how will it influence the relevant patterns? A: preprocessing
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,Is the data complete or are some parts of it missing?,Is the data complete or are some parts of it missing?,Is the data complete or are some parts of it missing? Q: Is the data complete or are some parts of it missing? A: incomplete
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,Is the dataset clean or noisy? Does measurement error play a role?,Is the dataset clean or noisy? Does measurement error play a role?,Is the dataset clean or noisy? Does measurement error play a role? Q: Is the dataset clean or noisy? Does measurement error play a role? A: clean
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,"Are there access or disclosure restrictions to the data? Is it confidential, private, sensitive, partially redacted, or classified? Is it subject to licensing restrictions?","Are there access or disclosure restrictions to the data? Is it confidential, private, sensitive, partially redacted, or classified? Is it subject to licensing restrictions?","Are there access or disclosure restrictions to the data? Is it confidential, private, sensitive, partially redacted, or classified? Is it subject to licensing restrictions? Q: Are there access or disclosure restrictions to the data? Is it confidential, private, sensitive, partially redacted, or classified? Is it subject to licensing restrictions? A: subject to licensing restrictions"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,"Well-studied benchmark datasets are available to the data science community for many tasks. While prior work on a dataset is a good indicator of its utility for a task, it cannot replace the process of familiarizing yourself with the data before commencing serious experimentation work. It is good practice to investigate the suitability of the proposed dataset for the task and method before moving on with the project unless the exploration of the dataset itself is understood as part of the analytic goal. This is typically done through research and preliminary data surveys, possibly in collaboration with domain experts.",The goal of a well-studied dataset is to be able to be used for what?,"Well-studied benchmark datasets are available to the data science community for many tasks. While prior work on a dataset is a good indicator of its utility for a task, it cannot replace the process of familiarizing yourself with the data before commencing serious experimentation work. It is good practice to investigate the suitability of the proposed dataset for the task and method before moving on with the project unless the exploration of the dataset itself is understood as part of the analytic goal. This is typically done through research and preliminary data surveys, possibly in collaboration with domain experts. Q: The goal of a well-studied dataset is to be able to be used for what? A: the task and method"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,"While statistical analysis and machine learning are, of course, core pillars of data science, effective collection, curation, and interaction with data are equally important and regularly the subject of analytic objectives and even entire projects. As such, the core method and data component of an analytic objective need not necessarily always be about training a model on available data but can also be about collecting data to enable subsequent analysis.","In addition to training a model, what else is the data component of an analytic objective important to?","While statistical analysis and machine learning are, of course, core pillars of data science, effective collection, curation, and interaction with data are equally important and regularly the subject of analytic objectives and even entire projects. As such, the core method and data component of an analytic objective need not necessarily always be about training a model on available data but can also be about collecting data to enable subsequent analysis. Q: In addition to training a model, what else is the data component of an analytic objective important to? A: collecting data to enable subsequent analysis"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,"When proposing data collection as part of an analytical objective, the collection methods must be scrutinized as to whether they are likely to succeed in producing a valuable dataset resource. Data collection, especially involving human annotators, is its own research field. Relevant considerations include:",Relevant considerations include: What is the purpose of data collection?,"When proposing data collection as part of an analytical objective, the collection methods must be scrutinized as to whether they are likely to succeed in producing a valuable dataset resource. Data collection, especially involving human annotators, is its own research field. Relevant considerations include: Q: Relevant considerations include: What is the purpose of data collection? A: research field"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,How well will the collection represent/approximate/cover the desired distribution of phenomena relevant to the problem?,How well will the collection represent/approximate/cover the desired distribution of phenomena relevant to the problem?,How well will the collection represent/approximate/cover the desired distribution of phenomena relevant to the problem? Q: How well will the collection represent/approximate/cover the desired distribution of phenomena relevant to the problem? A: well
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,Does the collection require human annotators? Can it be done using crowdworkers?,Does the collection require human annotators? Can it be done using crowdworkers?,Does the collection require human annotators? Can it be done using crowdworkers? Q: Does the collection require human annotators? Can it be done using crowdworkers? A: crowdworkers
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,What qualifications do the human annotators need to possess? How can they be effectively trained for the task?,What qualifications do the human annotators need to possess? How can they be effectively trained for the task?,What qualifications do the human annotators need to possess? How can they be effectively trained for the task? Q: What qualifications do the human annotators need to possess? How can they be effectively trained for the task? A: How can they be effectively trained for the task?
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,Do the human annotators need to be examined/tested before and/or after collection?,Do the human annotators need to be examined/tested before and/or after collection?,Do the human annotators need to be examined/tested before and/or after collection? Q: Do the human annotators need to be examined/tested before and/or after collection? A: before and/or after collection
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,How should the annotation task be designed to ensure productive and correct annotation? How will agreement between annotators be measured?,How should the annotation task be designed to ensure productive and correct annotation? How will agreement between annotators be measured?,How should the annotation task be designed to ensure productive and correct annotation? How will agreement between annotators be measured? Q: How should the annotation task be designed to ensure productive and correct annotation? How will agreement between annotators be measured? A: How will agreement between annotators be measured?
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,How much data should be gathered to enable progress towards the analytic objective? How much data can be gathered given the budget?,How much data should be gathered to enable progress towards the analytic objective? How much data can be gathered given the budget?,How much data should be gathered to enable progress towards the analytic objective? How much data can be gathered given the budget? Q: How much data should be gathered to enable progress towards the analytic objective? How much data can be gathered given the budget? A: How much data can be gathered
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,"Once the data has been gathered, what cleaning and curation needs to happen?","Once the data has been gathered, what cleaning and curation needs to happen?","Once the data has been gathered, what cleaning and curation needs to happen? Q: Once the data has been gathered, what cleaning and curation needs to happen? A: cleaning"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 4b: Proposing Data Collection Methods,Proposing Datasets & Collection Methods,"Are there any approvals/permissions that need to be obtained before the collection can proceed (e.g., human subject research)?","Are there any approvals/permissions that need to be obtained before the collection can proceed (e.g., human subject research)?","Are there any approvals/permissions that need to be obtained before the collection can proceed (e.g., human subject research)? Q: Are there any approvals/permissions that need to be obtained before the collection can proceed (e.g., human subject research)? A: approvals/permissions"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 3: Focusing on a well-defined Task,,"Once the team has identified the precise problem for which data should be leveraged, it is advisable to explicitly characterize the task to be done at the analytical level. To do this, one casts the cheartd of the problem into one or more categories of typical data science tasks:","To do this, one casts the cheartd of the problem into one or more categories of typical data science tasks: what is the goal of the cheartd?","Once the team has identified the precise problem for which data should be leveraged, it is advisable to explicitly characterize the task to be done at the analytical level. To do this, one casts the cheartd of the problem into one or more categories of typical data science tasks: Q: To do this, one casts the cheartd of the problem into one or more categories of typical data science tasks: what is the goal of the cheartd? A: to achieve the cheartd's goal"
