Unit,Module,Title,Text,Subheaders
Electronic Structure and Periodic Properties,Periodic Properties,Module Summary and Quiz,"Electron configurations allow us to understand many periodic trends. Covalent\n                    radius increases as we move down a group because the n level (orbital size)\n                    increases. Covalent radius mostly decreases as we move left to right across a\n                    period because the effective nuclear charge experienced by the electrons\n                    increases, and the electrons are pulled in tighter to the nucleus. Anionic radii\n                    are larger than the parent atom, while cationic radii are smaller, because the\n                    number of valence electrons has changed while the nuclear charge has remained\n                    constant. Ionization energy (the energy associated with forming a cation)\n                    decreases down a group and mostly increases across a period because it is easier\n                    to remove an electron from a larger, higher energy orbital. Electron affinity\n                    (the energy associated with forming an anion) is more favorable (exothermic)\n                    when electrons are placed into lower energy orbitals, closer to the nucleus.\n                    Therefore, electron affinity becomes increasingly negative as we move left to\n                    right across the periodic table and decreases as we move down a group. For both\n                    IE and electron affinity data, there are exceptions to the trends when dealing\n                    with completely filled or half-filled subshells.
Before you take the quiz, please evaluate your understanding of the learning\n                    objectives for the Periodic Properties module and use the My Response link below to ask any questions you might\n                    have about the material that you would like the instructor to address. Your\n                    questions can be for clarification of the material or further insight. Your\n                    self-evaluation and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0\n                License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.",
Solids and Liquids,Phase Changes,Module Summary and Quiz,"Phase transitions are processes that convert matter from one physical state into another.\n            There are six phase transitions between the three phases of matter. Melting,\n            vaporization, and sublimation are all endothermic processes, requiring an input of heat\n            to overcome intermolecular attractions. The reciprocal transitions of freezing,\n            condensation, and deposition are all exothermic processes, involving heat as\n            intermolecular attractive forces are established or strengthened. The temperatures at\n            which phase transitions occur are determined by the relative strengths of intermolecular\n            attractions and are, therefore, dependent on the chemical identity of the substance.
The temperature and pressure conditions at which a substance exists in solid, liquid, and\n            gaseous states are summarized in a phase diagram for that substance. Phase diagrams are\n            combined plots of three pressure-temperature equilibrium curves: solid-liquid,\n            liquid-gas, and solid-gas. These curves represent the relationships between\n            phase-transition temperatures and pressures. The point of intersection of all three\n            curves represents the substances triple pointthe temperature and pressure at which all\n            three phases are in equilibrium. At pressures below the triple point, a substance cannot\n            exist in the liquid state, regardless of its temperature. The terminus of the liquid-gas\n            curve represents the substances critical point, the pressure and temperature above\n            which a liquid phase cannot exist.
Before you take the quiz, please evaluate your understanding of the\n                    learning objectives for the Phase Changes module and use the\n                    My Response link below to ask any questions you might have about\n                    the material that you would like the instructor to address. Your questions can\n                    be for clarification of the material or further insight. Your self-evaluation\n                    and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under  Creative Commons Attribution\n                4.0 License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.",
Solids and Liquids,The Solid State of Matter,X-Ray Crystallography,"The size of the unit cell and the arrangement of\n            atoms in a crystal may be determined from measurements of the diffraction of X-rays by\n            the crystal, termed X-ray crystallography. Diffraction is the change in the direction of\n            travel experienced by an electromagnetic wave when it encounters a physical barrier\n            whose dimensions are comparable to those of the wavelength of the light. X-rays are\n            electromagnetic radiation with wavelengths about as long as the distance between\n            neighboring atoms in crystals (on the order of a few angstroms (1  = 1 \n            10 m)).
When a beam of monochromatic X-rays strikes a\n            crystal, its rays are scattered in all directions by the atoms within the crystal. When\n            scattered waves traveling in the same direction encounter one another, they undergo\n            interference, a process by which the waves combine to yield either an increase or a\n            decrease in amplitude (intensity) depending upon the extent to which the combining\n            waves maxima are separated as shown below.
Light waves occupying the same space\n                experience interference, combining to yield waves of greater (a) or lesser (b)\n                intensity, depending upon the separation of their maxima and\n                minima.
When X-rays of a certain wavelength, \xce\xbb, are\n            scattered by atoms in adjacent crystal planes separated by a distance, d, they may\n            undergo constructive interference when the difference between the distances traveled by\n            the two waves prior to their combination is an integer factor, n, of the wavelength.\n            This condition is satisfied when the angle of the diffracted beam, \xce, is related to the\n            wavelength and interatomic distance by the equation:
$$n\\lambda=2d\\cdot\\sin\\theta$$
This relation is known as the Bragg equation in\n            honor of W. H. Bragg, the English physicist who first explained this phenomenon. The\n            illustration below shows two examples of diffracted waves from the same two crystal\n            planes. The figure on the left depicts waves diffracted at the Bragg angle, resulting in\n            constructive interference, while that on the right shows diffraction and a different\n            angle that does not satisfy the Bragg condition, resulting in destructive\n            interference.
The diffraction of X-rays scattered by\n                the atoms within a crystal permits the determination of the distance between the\n                atoms. The top image depicts constructive interference between two scattered\n                waves and a resultant diffracted wave of high intensity. The bottom image\n                depicts destructive interference and a low intensity diffracted\n                wave.
An X-ray diffractometer, such as the one\n            illustrated below, may be used to measure the angles at which X-rays are diffracted when\n            interacting with a crystal as described earlier. From such measurements, the Bragg\n            equation may be used to compute distances between atoms as demonstrated in the following\n            example exercise.
(a) In a diffractometer, a beam of\n                X-rays strikes a crystalline material, producing (b) an X-ray diffraction\n                pattern that can be analyzed to determine the crystal structure.
In a diffractometer, X-rays with a wavelength\n                of 0.1315 nm were used to produce a diffraction pattern for copper. The first order\n                diffraction (n = 1) occurred at an angle \xce = 25.25. Determine the spacing between\n                the diffracting planes in copper.
The distance between the planes is found by\n                solving the Bragg equation, \\(n\\lambda=2d\\cdot\\sin\\theta\\), for d.
This gives:
$$d\\;=\\;\\frac{n\\lambda}{2\\sin\\theta}=\\;\\frac{1(0.1315\\;\\mathrm{nm})}{2\\sin(25.25^\\circ)}=0.154\\;\\mathrm{nm}$$",Solution
Reactions and Stoichiometry,\r\n\t\t\t\t\t\tChemical Reactions and Equations,Balancing Redox Equations in Acidic Solutions,"In this section, we will concentrate on the half-reaction method for balancing\n            oxidation-reduction reactions. The use of half-reactions is important for balancing more\n            complicated reactions and partly because many aspects of electrochemistry, which will be\n            discussed later in the course, are easier to discuss in terms of half-reactions. The\n            half-reaction method splits oxidation-reduction reactions into their oxidation chalfd\n            and reduction chalfd to make finding the overall equation easier.
Electrochemical reactions frequently occur in solutions, which could be acidic, basic, or\n            neutral. When balancing oxidation-reduction reactions, the nature of the solution may be\n            important. On this page, we will look at how to balance an oxidation-reduction reaction\n            in acidic solution.
Consider the following unbalanced oxidation-reduction reaction in acidic solution:
Each half-reaction contains the same element in two different oxidation states. The\n                Fe2+ has lost an electron to become Fe3+; therefore, the iron\n            underwent oxidation. The reduction is not as obvious; however, the manganese gained five\n            electrons to change from Mn7+ (in MnO4-) to\n                Mn2+.
The iron atoms in the oxidation half-reaction are balanced (mass balance); however, the\n            charge is unbalanced, since the charges on the ions are not equal. Adding a single\n            electron on the right side gives a balanced oxidation half-reaction:
The elements of the reduction half-reaction are not balanced. We must add 4 H2O to the\n            right side of the equation to balance the oxygen atoms and we then add 8 H+ ions to the\n            left side of the equation to balance the hydrogen.
The atoms are balanced (mass balance), so it is now necessary to check for charge\n            balance. The total charge on the left of the reaction arrow is [()  (1) + (8) \n            (+1)], or +7, while the total charge on the right side is [(1)  (+2) + (4)  (0)], or\n            +2. The difference between +7 and +2 is five; therefore, it is necessary to add five\n            electrons to the left side to achieve charge balance.
We now have two balanced half-reactions.
The number of electrons transferred from the oxidation half-reaction to the reduction\n            half-reaction must be equal. In this example, it is necessary to multiply every term in\n            the oxidation half-reaction by five. The multiplication of the two half-reactions by the\n            appropriate factor followed by addition of the two halves gives
The electrons do not appear in the final answer because the oxidation electrons are the\n            same electrons as the reduction electrons and they ccancel.d
Balance the following reaction equation in acidic solution:
In acidic solution, we can use or generate hydrogen ions (H+).\n                                Adding seven water molecules to the left side provides the necessary\n                                oxygen; the cleft overd hydrogen appears as 14 H+ on the right:
The left side of the equation\n                                has a total charge of [2  (+3) = +6], and the right side a total\n                                charge of [ + 14  (+1) = +12]. The difference is six; adding six\n                                electrons to the right side produces a mass- and charge-balanced\n                                oxidation half-reaction (in acidic solution):
It is necessary to convert the four oxygen atoms in the\n                                permanganate into four water molecules. To do this, add eight H+ to\n                                convert the oxygen into four water molecules:
Add five electrons to the left\n                                side to balance the charge.
The least common multiple for the electrons is 30, so multiply the oxidation\n                half-reaction by five, the reduction half-reaction by six.
Follow the steps below to balance the following reaction in acidic solution.
Follow the steps below to balance the following reaction in acidic solution.
Adapted from Openstax Chemistry under  Creative Commons Attribution\n                4.0 License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.",
Solutions,Solubility,Colloids,"As a child, you may have made suspensions such as\n            mixtures of mud and water, flour and water, or a suspension of solid pigments in water,\n            known as tempera paint. These suspensions are heterogeneous mixtures composed of\n            relatively large particles that are visible (or that can be seen with a magnifying\n            glass). They are cloudy, and the suspended particles settle out after mixing. On the\n            other hand, a solution is a homogeneous mixture in which no settling occurs and in which\n            the dissolved species are molecules or ions. Solutions exhibit completely different\n            behavior from suspensions. A solution may be colored, but it is transparent, the\n            molecules or ions are invisible, and they do not settle out on standing. Another class\n            of mixtures called colloids (or colloidal dispersions) exhibit properties intermediate\n            between those of suspensions and solutions, as illustrated below. The particles in a\n            colloid are larger than most simple molecules; however, colloidal particles are small\n            enough that they do not settle out upon standing.
(a) A solution is a homogeneous\n                mixture that appears clear, such as the saltwater in this aquarium. (b) In a\n                colloid, such as milk, the particles are much larger but remain dispersed and do\n                not settle. (c) A suspension, such as mud, is a heterogeneous mixture of\n                suspended particles that appears cloudy and in which the particles can settle.\n                (credit a photo: modification of work by Adam Wimsatt; credit b photo:\n                modification of work by Melissa Wiese; credit c photo: modification of work by\n                Peter Burgess)
The particles in a colloid are large enough to\n            scatter light, a phenomenon called the Tyndall effect. This can make colloidal mixtures\n            appear cloudy or opaque, such as the searchlight beams shown in the photo below. Clouds\n            are colloidal mixtures. They are composed of water droplets that are much larger than\n            molecules, but that are small enough that they do not settle out.
The paths of searchlight beams are\n                made visible when light is scattered by colloidal-size particles in the air\n                (fog, smoke, etc.). (credit: cBahmand/Wikimedia Commons)
The term ccolloiddfrom the Greek words kolla,\n            meaning cglue,d and eidos, meaning clikedwas first used in 1861 by Thomas Graham to\n            classify mixtures such as starch in water and gelatin. Many colloidal particles are\n            aggregates of hundreds or thousands of molecules, but others (such as proteins and\n            polymer molecules) consist of a single extremely large molecule. The protein and\n            synthetic polymer molecules that form colloids may have molecular masses ranging from a\n            few thousand to many million atomic mass units.
Analogous to the identification of solution\n            components as csoluted and csolvent,d the components of a colloid are likewise\n            classified according to their relative amounts. The particulate component typically\n            present in a relatively minor amount is called the dispersed phase and the substance or\n            solution throughout which the particulate is dispersed is called the dispersion medium.\n            Colloids may involve virtually any combination of physical states (gas in liquid, liquid\n            in solid, solid in gas, etc.), as illustrated by the examples of colloidal systems given\n            in the following table.
solid
gas
smoke, dust

solid
liquid
starch in water, some inks, paints, milk of magnesia
sol
solid
solid
some colored gems, some alloys

liquid
gas
clouds, fogs, mists, sprays
aerosol
liquid
liquid
milk, mayonnaise, butter
emulsion
liquid
solid
jellies, gels, pearl, opal (H2O in SiO2)
gel
gas
liquid
foams, whipped cream, beaten egg whites
foam
gas
solid
pumice, floating soaps

Colloids are prepared by producing particles of\n            colloidal dimensions and distributing these particles throughout a dispersion medium.\n            Particles of colloidal size are formed by two methods:
Dispersion methods: breaking down larger\n                particles. For example, paint pigments are produced by dispersing large\n                particles by grinding in special mills.
Condensation methods: growth from smaller\n                units, such as molecules or ions. For example, clouds form when water molecules\n                condense and form very small droplets.
A few solid substances, when brought into contact\n            with water, disperse spontaneously and form colloidal systems. Gelatin, glue, starch,\n            and dehydrated milk powder behave in this manner. The particles are already of colloidal\n            size; the water simply disperses them. Powdered milk particles of colloidal size are\n            produced by dehydrating milk spray. Some atomizers produce colloidal dispersions of a\n            liquid in air.
An emulsion may be prepared by shaking together or\n            blending two immiscible liquids. This breaks one liquid into droplets of colloidal size,\n            which then disperse throughout the other liquid. Oil spills in the ocean may be\n            difficult to clean up, partly because wave action can cause the oil and water to form an\n            emulsion. In many emulsions, however, the dispersed phase tends to coalesce, form large\n            drops, and separate. Therefore, emulsions are usually stabilized by an emulsifying\n            agent, a substance that inhibits the coalescence of the dispersed liquid. For example, a\n            little soap will stabilize an emulsion of kerosene in water. Milk is an emulsion of\n            butterfat in water, with the protein casein serving as the emulsifying agent. Mayonnaise\n            is an emulsion of oil in vinegar, with egg yolk components as the emulsifying agents.
Condensation methods form colloidal particles by\n            aggregation of molecules or ions. If the particles grow beyond the colloidal size range,\n            drops or precipitates form, and no colloidal system results. Clouds form when water\n            molecules aggregate and form colloid-sized particles. If these water particles coalesce\n            to form adequately large water drops of liquid water or crystals of solid water, they\n            settle from the sky as rain, sleet, or snow. Many condensation methods involve chemical\n            reactions. A red colloidal suspension of iron(III) hydroxide may be prepared by mixing a\n            concentrated solution of iron(III) chloride with hot water:
A colloidal gold sol results from the reduction of\n            a very dilute solution of gold(III) chloride by a reducing agent such as formaldehyde,\n            tin(II) chloride, or iron(II) sulfate:
$$\\mathrm{Au}^{3+}+3\\mathrm\n            e^-\\longrightarrow\\mathrm{Au}$$
Some gold sols prepared in 1857 are still intact\n            (the particles have not coalesced and settled), illustrating the long-term stability of\n            many colloids.","Dispersed Phase,Dispersion Medium,Common Examples,Name,Preparation of Colloidal Systems"
Reactions and Stoichiometry,\r\n\t\t\t\t\t\tChemical Reactions and Equations,Balancing Redox Equations in Basic Solutions,"Recall that basic solutions have excess hydroxide ions. Some of these hydroxide ions will\n            react with hydrogen ions to produce water. The simplest way to generate the balanced\n            overall equation in basic solution is to start with the balanced equation in acidic\n            solution, then cconvertd it to the equation for basic solution.
Balance the following equation in basic solution.
First following the same steps as we did in acidic solution.
On a separate sheet of paper, balance the equation below in basic solution. Answer\n                the following questions about the final overall equation.
Adapted from Openstax Chemistry under  Creative Commons Attribution\n                4.0 License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.","Follow the steps for balancing in acidic solution.,Additional Step for Balancing in Basic Solution,Additional Step for Balancing in Basic Solution"
Solutions,Solubility,Properties of Colloids,"Pioneers made soap by boiling fats with a strongly\n            basic solution made by leaching potassium carbonate, K2CO3, from\n            wood ashes with hot water. Animal fats contain polyesters of fatty acids (long-chain\n            carboxylic acids). When animal fats are treated with a base like potassium carbonate or\n            sodium hydroxide, glycerol and salts of fatty acids such as palmitic, oleic, and stearic\n            acid are formed. The salts of fatty acids are called soaps. The sodium salt of stearic\n            acid, sodium stearate, has the formula C17H35CO2Na and\n            contains an uncharged nonpolar hydrocarbon chain, the C17H35\n            unit, and an ionic carboxylate group, the  CO2 unit (shown below).
Soaps contain a nonpolar hydrocarbon\n                end (blue) and an ionic end (red). The ionic end is a carboxylate group. The\n                length of the hydrocarbon end can vary from soap to soap.
Detergents (soap substitutes) also contain nonpolar\n            hydrocarbon chains, such as C12H25, and an ionic group, such as a\n            sulfate, or a sulfonate (such\n            as the detergent shown below). Soaps form insoluble calcium and magnesium compounds in\n            hard water; detergents form water-soluble productsa definite advantage for\n            detergents.
Detergents contain a nonpolar\n                hydrocarbon end (blue) and an ionic end (red). The ionic end can be either a\n                sulfate or a sulfonate. The length of the hydrocarbon end can vary from\n                detergent to detergent.
The cleaning action of soaps and detergents can be\n            explained in terms of the structures of the molecules involved. The hydrocarbon\n            (nonpolar) end of a soap or detergent molecule dissolves in, or is attracted to,\n            nonpolar substances such as oil, grease, or dirt particles. The ionic end is attracted\n            by water (polar), illustrated in the following figure. As a result, the soap or\n            detergent molecules become oriented at the interface between the dirt particles and the\n            water so they act as a kind of bridge between two different kinds of matter, nonpolar\n            and polar. Molecules such as this are termed amphiphilic since they have both a\n            hydrophobic (cwater-fearingd) part and a hydrophilic (cwater-lovingd) part. As a\n            consequence, dirt particles become suspended as colloidal particles and are readily\n            washed away.
This diagrammatic cross section of an\n                emulsified drop of oil in water shows how soap or detergent acts as an\n                emulsifier.
Dispersed colloidal particles are often\n            electrically charged. A colloidal particle of iron(III) hydroxide, for example, does not\n            contain enough hydroxide ions to compensate exactly for the positive charges on the\n            iron(III) ions. Thus, each individual colloidal particle bears a positive charge, and\n            the colloidal dispersion consists of charged colloidal particles and some free hydroxide\n            ions, which keep the dispersion electrically neutral. Most metal hydroxide colloids have\n            positive charges, whereas most metals and metal sulfides form negatively charged\n            dispersions. All colloidal particles in any one system have charges of the same sign.\n            This helps keep them dispersed because particles containing like charges repel each\n            other.
The charged nature of some colloidal particles may\n            be exploited to remove them from a variety of mixtures. For example, the particles\n            comprising smoke are often colloidally dispersed and electrically charged. Frederick\n            Cottrell, an American chemist, developed a process to remove these particles. The\n            charged particles are attracted to highly charged electrodes, where they are neutralized\n            and deposited as dust, such as in the Cottrell precipitator shown below. This is one of\n            the important methods used to clean up the smoke from a variety of industrial processes.\n            The process is also important in the recovery of valuable products from the smoke and\n            flue dust of smelters, furnaces, and kilns. There are also similar electrostatic air\n            filters designed for home use to improve indoor air quality.
In a Cottrell precipitator, positively\n                and negatively charged particles are attracted to highly charged electrodes,\n                where they are neutralized and deposited as dust.
Gelatin desserts, such as Jell-O, are a type of\n            colloid. Gelatin sets on cooling because the hot aqueous mixture of gelatin coagulates\n            as it cools, yielding an extremely viscous body known as a gel. A gel is a colloidal\n            dispersion of a liquid phase throughout a solid phase. It appears that the fibers of the\n            dispersing medium form a complex three-dimensional network, the interstices being filled\n            with the liquid medium or a dilute solution of the dispersing medium.
Gelatin desserts are colloids in which\n                an aqueous solution of sweeteners and flavors is dispersed throughout a medium\n                of solid proteins. (credit photo: modification of work by Steven\n                Depolo)
Pectin, a carbohydrate from fruit juices, is a\n            gel-forming substance important in jelly making. Silica gel, a colloidal dispersion of\n            hydrated silicon dioxide, is formed when dilute hydrochloric acid is added to a dilute\n            solution of sodium silicate. Canned Heat is a flammable gel made by mixing alcohol and a\n            saturated aqueous solution of calcium acetate.",
Chemical Bonding and Molecular Geometry,Ionic and Covalent Bonding,Extra Practice: Ionic and Covalent Bonding,,
Reactions and Stoichiometry,Reaction Stoichiometry,Application: Rocket Science (cont.),"Perry, Beverly. ""We\'ve Got (Rocket) Chemistry, Part 2."" Rocketology: NASA\'s Space\n                    Launch System. NASA, 21 Apr. 2016. Web. 18 Aug. 2016.
https://blogs.nasa.gov/Rocketology/tag/ammonium-perchlorate/
As described in the previous application activity, the reaction that fuels the\n                    space shuttle is as follows:\n                    $$6\\;{\\mathrm{NH}}_4{\\mathrm{ClO}}_4(s)\\;+\\;10\\;\\mathrm{Al}(s)\\;\\rightarrow\\;4\\;{\\mathrm{Al}}_2{\\mathrm\n                    O}_3(s)\\;+\\;2\\;{\\mathrm{AlCl}}_3(s)\\;+\\;12\\;{\\mathrm H}_2\\mathrm\n                    O(g)\\;+\\;3\\;{\\mathrm N}_2(g)\\;$$
$$6\\;{\\mathrm{NH}}_4{\\mathrm{ClO}}_4(s)\\;+\\;10\\;\\mathrm{Al}(s)\\;\\rightarrow\\;4\\;{\\mathrm{Al}}_2{\\mathrm\n                    O}_3(s)\\;+\\;2\\;{\\mathrm{AlCl}}_3(s)\\;+\\;12\\;{\\mathrm H}_2\\mathrm\n                    O(g)\\;+\\;3\\;{\\mathrm N}_2(g)\\;$$","The following series of activities incorporates the concepts from this module into a\n            real-world scenario.,To give SLS extra power to get it off the ground, twin five-segment rocket\n                                boosters, built by Orbital ATK, tower more than 17 stories tall, burn six tons\n                                of solid propellant each second and help SLS break free from the clutches of\n                                Earth\xe2\x80\x99s gravity.,Solid rocket fuel is the original rocket fuel, dating back to the early fireworks\n                                developed by the Chinese centuries ago. For the SLS boosters, aluminum powder\n                                serves as the fuel and a mineral salt, ammonium perchlorate, is the\n                                oxidizer."",""Ammonium perchlorate, the salt of perchloric acid and ammonia, is a powerful\n                    oxidizer (read: majorly explosive). In the boosters, the aluminum powder and\n                    ammonium perchlorate are held together by a binder, polybutadiene acrylonitrile,\n                    or PBAN. The mixture, with the consistency of a rubber eraser, is then packed\n                    into a steel case."",One of the NASA scientist decides to do some small scale investigations of the\n                    reaction between ammonium perchlorate and aluminum.,He combines 5.85 g of NH4ClO4 with 3.78 g Al powder and\n                    then heats the mixture to start the reaction.,For further experimentation the scientist develops a mixture of aluminum powder,\n                    ammonium perchlorate, and the binder (PBAN) as is prepared for the rocket\n                    boosters.,He makes a 100.0 g sample of the mixture and adds amounts of Al and\n                        NH4ClO4 in stoichiometric proportions. He burns the\n                        mixture as would be done in the space shuttle and recovers 28.0 g\n                        Al2O3. Assuming an 87.3% yield as calculated\n                        previously, determine the amount of PBAN in the 100.0 g sample."
Gases,Stoichiometry of Gases,Application: Gas Stoichiometry,,"An experiment is conducted to determine the molar mass of butane in a lighter.\n                    The initial mass of the lighter is 75.802 g. The lighter is submerged in water\n                    in an apparatus as pictured below. Some of the butane in the lighter is released\n                    and captured in the eudiometer. Once the gas in the lighter is released the\n                    eudiometer is moved up and down until the water level in the eudiometer is the\n                    same as the water level in the reservoir. The volume of the gas collected in the\n                    eudiometer is 35.65 mL. After the butane is released from the lighter its mass\n                    is 75.720 g. The pressure in the lab is found to be 0.9870 atm and the\n                    temperature is 24.0 oC.,The data is recorded on the table below.,Metal carbonates and acids react to produce carbon dioxide gas, water and salt.\n                    2.68 g of solid potassium carbonate reacts with 100.0 mL of a 0.750 M\n                    hydrochloric acid solution."
Chemical Bonding and Molecular Geometry,Ionic and Covalent Bonding,Module Summary and Quiz,"Atoms gain or lose electrons to form ions with particularly stable electron\n                    configurations. The charges of cations formed by the representative metals may\n                    be determined readily because, with few exceptions, the electronic structures of\n                    these ions have either a noble gas configuration or a completely filled electron\n                    shell. The charges of anions formed by the nonmetals may also be readily\n                    determined because these ions form when nonmetal atoms gain enough electrons to\n                    fill their valence shells.
Covalent bonds form when electrons are shared between atoms and are attracted by\n                    the nuclei of both atoms. In pure covalent bonds, the electrons are shared\n                    equally. In polar covalent bonds, the electrons are shared unequally, as one\n                    atom exerts a stronger force of attraction on the electrons than the other. The\n                    ability of an atom to attract a pair of electrons in a chemical bond is called\n                    its electronegativity. The difference in electronegativity between two atoms\n                    determines how polar a bond will be. In a diatomic molecule with two identical\n                    atoms, there is no difference in electronegativity, so the bond is nonpolar or\n                    pure covalent. When the electronegativity difference is very large, as is the\n                    case between metals and nonmetals, the bonding is characterized as ionic.
Before you take the quiz, please evaluate your understanding of the\n                    learning objectives for the Ionic and Covalent Bonding module and use the\n                    My Response link below to ask any questions you might have about\n                    the material that you would like the instructor to address. Your questions can\n                    be for clarification of the material or further insight. Your self-evaluation\n                    and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0\n                License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.",
Solutions,Colligative Properties,Colligative Properties of Electrolytes,"As noted previously in this module, the colligative properties of a solution depend only\n            on the number, not on the kind, of solute species dissolved. For example, 1 mole of any\n            nonelectrolyte dissolved in 1 kilogram of solvent produces the same lowering of the\n            freezing point as does 1 mole of any other nonelectrolyte. However, 1 mole of sodium\n            chloride (an electrolyte) forms 2 moles of ions when dissolved in solution. Each\n            individual ion produces the same effect on the freezing point as a single molecule\n            does.
The concentration of ions in seawater is approximately the same as that in a solution\n                containing 4.2 g of NaCl dissolved in 125 g of water. Assume that each of the ions\n                in the NaCl solution has the same effect on the freezing point of water as a\n                nonelectrolyte molecule, and determine the freezing temperature the solution (which\n                is approximately equal to the freezing temperature of seawater).
Convert from grams to moles of NaCl using the molar mass of NaCl in the unit\n                conversion factor.
Determine the number of moles of ions present in the solution using the number of\n                moles of ions in 1 mole of NaCl as the conversion factor (2 mol ions/1 mol\n                NaCl).
Determine the molality of the ions in the solution from the number of moles of ions\n                and the mass of solvent, in kilograms.
Use the direct proportionality between the change in freezing point and molal\n                concentration to determine how much the freezing point changes.
Determine the new freezing point from the freezing point of the pure solvent and the\n                change.
Assuming complete dissociation, a 1.0 m aqueous solution of NaCl contains 2.0 mole of\n            ions (1.0 mol Na+ and 1.0 mol Cl) per each kilogram of water, and\n            its freezing point depression is expected to be
When this solution is actually prepared and its freezing point depression measured,\n            however, a value of 3.4 C is obtained. Similar discrepancies are observed for other\n            ionic compounds, and the differences between the measured and expected colligative\n            property values typically become more significant as solute concentrations increase.\n            These observations suggest that the ions of sodium chloride (and other strong\n            electrolytes) are not completely dissociated in solution.
To account for this and avoid the errors accompanying the assumption of total\n            dissociation, an experimentally measured parameter named in honor of Nobel Prize-winning\n            German chemist Jacobus Henricus vant Hoff is used. The vant Hoff factor (i) is defined\n            as the ratio of solute particles in solution to the number of formula units\n            dissolved:
Values for measured vant Hoff factors for several solutes, along with predicted values\n            assuming complete dissociation, are shown in the table below.
In 1923, the chemists Peter Debye and Erich H\xbcckel proposed a theory to explain the\n            apparent incomplete ionization of strong electrolytes. They suggested that although\n            interionic attraction in an aqueous solution is very greatly reduced by solvation of the\n            ions and the insulating action of the polar solvent, it is not completely nullified. The\n            residual attractions prevent the ions from behaving as totally independent particles.\n          In some cases, a positive and negative ion may actually touch, giving a\n            solvated unit called an ion pair. Thus, the activity, or the effective concentration, of\n            any particular kind of ion is less than that indicated by the actual concentration. Ions\n            become more and more widely separated the more dilute the solution, and the residual\n            interionic attractions become less and less. Thus, in extremely dilute solutions, the\n            effective concentrations of the ions (their activities) are essentially equal to the\n            actual concentrations. Note that the vant Hoff factors for the electrolytes in the table above\n            are for 0.05 m solutions, at which concentration the value of i for NaCl is 1.9, as\n            opposed to an ideal value of 2.
Adapted from Openstax Chemistry under   Creative Commons Attribution\n                4.0 License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.",
Foundations of Chemistry,Measurements,Dimensional Analysis: Multi-step Conversions,"Beyond simple unit conversions, the factor-label method can be used to solve more complex\n            problems involving computations. Regardless of the details, the basic approach is the\n            sameall the factors involved in the calculation must be appropriately oriented to\n            insure that their labels (units) will appropriately cancel and/or combine to yield the\n            desired unit in the result. This is why it is referred to as the factor-label method. As\n            your study of chemistry continues, you will encounter many opportunities to apply this\n            approach.
Let\'s look at a couple of examples that are a bit more complex
Amanda is 64 inches tall. What is her height in meters?
Notice that on our list of conversion factors there is no direct conversion from\n                inches to meters. We will take a two-step approach first converting in. to cm and\n                then cm to m.
One method of using dimensional analysis is to enter the units for the conversion\n                first and then add in the values. This activity will take you through this\n                approach.
Your gas tank has a volume of 17.5 gal. What is this measurement in mL?
Since we do not have a direct conversion factor from gal to mL we will go through the\n                following steps to make this conversion.
Convert 22,500 inches to kilometers. Round your final answer to the correct number of significant figures.
Based on conversion factors that we know we will take the following steps to make this\n                conversion:
Based on these steps, fill in the conversion factors below.
Let\'s say you want to convert from m to ft. You know that 1 m = 3.2808 ft.\n                    However, this is a unit of length and not a unit of area so we cannot use this\n                    conversion factor as is.
If we look at the square above that measures 1 meter by 1 meter, to find the area\n                    we multiply length times width.
Making conversions involving cubed units of volume is similar. Let\'s say you\n                    want to convert from in3 to cm3. You know that 1 in. = 2.54 cm. However, this is\n                    a unit of length not volume so this unit cannot be used directly.
If we look at the cube above that measures 1 inch by 1 inch by 1 inch, to find\n                    the volume we multiply length times width times height.
Your friend that lives in Spain tells you that his new apartment is\n                            55m2. You want to convert the value to ft2 because\n                        that is the unit of area that you are most familiar with. You know that 1 m\n                        = 3.2808 ft.
Your friend\'s apartment is 590 square feet.
The volume of a swimming pool is 375,000 dm3. Convert this volume\n                        to m3.
You know that 1 m = 10 dm. Therefore 1 m3 = (10\n                        dm)3.
Adapted from Openstax Chemistry under  Creative Commons Attribution\n                4.0 License.
Download for free at http://cnx.org/contents/85abf193-2bd2-4908-8563-90b8a7ac8df6@9.312.",Choose the correct unit from the pull-down menu and enter the appropriate numerical\n                value in the box to the left of the pull-down menu.
