,Unit,Module,Title,Text,Subheaders,questions,perplexity
166,Solids and Liquids,Intermolecular Forces,Hydrogen Bonding,"Nitrosyl fluoride (ONF, molecular mass 49 amu) is a gas at room temperature. Water                (H2O, molecular mass 18 amu) is a liquid, even though it has a lower            molecular mass. We clearly cannot attribute this difference between the two compounds to            dispersion forces. Both molecules have about the same shape and ONF is the heavier and            larger molecule. It is, therefore, expected to experience more significant dispersion            forces. Additionally, we cannot attribute this difference in boiling points to            differences in the dipole moments of the molecules. Both molecules are polar and exhibit            comparable dipole moments. The large difference between the boiling points is due to a            particularly strong dipole-dipole attraction that may occur when a molecule contains a            hydrogen atom bonded to a fluorine, oxygen, or nitrogen atom (the three most            electronegative elements). The very large difference in electronegativity between the H            atom (2.1) and the atom to which it is bonded (4.0 for an F atom, 3.5 for an O atom, or            3.0 for a N atom), combined with the very small size of a H atom and the relatively            small sizes of F, O, or N atoms, leads to highly concentrated partial charges with these            atoms. Molecules with F-H, O-H, or N-H moieties are very strongly attracted to similar            moieties in nearby molecules, a particularly strong type of dipole-dipole attraction            called hydrogen bonding. Examples of hydrogen bonds include HFb\xafHF, H2Ob\xafHOH,            and H3Nb, in which the hydrogen bonds are denoted by dots.            The video below illustrates hydrogen bonding between water molecules.
Despite use of the word cbond,d keep in mind that hydrogen bonds are intermolecular            attractive forces, not intramolecular attractive forces (covalent bonds). Hydrogen bonds            are much weaker than covalent bonds, only about 5 to 10% as strong, but are generally            much stronger than other dipole-dipole attractions and dispersion forces.
Hydrogen bonds have a pronounced effect on the properties of condensed phases (liquids            and solids). For example, consider the trends in boiling points for the binary hydrides            of group 15 (NH3, PH3, AsH3, and SbH3),            group 16 hydrides (H2O, H2S, H2Se, and            H2Te), and group 17 hydrides (HF, HCl, HBr, and HI), as discussed in the            slide show below.
Consider the compounds dimethylether (CH3OCH3), ethanol                    (CH3CH2OH), and propane                    (CH3CH2CH3). Their boiling points, not                necessarily in order, are .1 C, .8 C, and 78.4 C. Match each compound with                its boiling point. Explain your reasoning.
The VSEPR-predicted shapes of CH3OCH3,                    CH3CH2OH, and CH3CH2CH3                are similar, as are their molar masses (46 g/mol, 46 g/mol, and 44 g/mol,                respectively), so they will exhibit similar dispersion forces. Since CH3CH2CH3 is                nonpolar, it may exhibit only dispersion forces. Because                    CH3OCH3 is polar, it will also experience dipole-dipole                attractions. Finally, CH3CH2OH has an OH group, and so it                will experience the uniquely strong dipole-dipole attraction known as hydrogen                bonding. So the ordering in terms of strength of IMFs, and thus boiling points, is                    CH3CH2CH3 < CH3OCH3                < CH3CH2OH. The boiling point of propane is .1 C, the                boiling point of dimethylether is .8 C, and the boiling point of ethanol is 78.5                C.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .","Click ""NEXT"" to progress the slide show.",which of the statements is true about nitrosyl fluoride?,97.62287902832031
167,Foundations of Chemistry,Elements and Compounds,Ion Formation,"In ordinary chemical reactions, the nucleus of each atom (and thus the identity of the            element) remains unchanged. Electrons, however, can be added to atoms by transfer from            other atoms, lost by transfer to other atoms, or shared with other atoms. The transfer            and sharing of electrons among atoms govern the chemistry of the elements. During the            formation of some compounds, atoms gain or lose electrons, and form electrically charged            particles called ions.
Click ""NEXT"" to progress the slideshow
When atoms of nonmetal elements form ions, they generally gain enough electrons to give            them the same number of electrons as an atom of the next noble gas in the periodic            table. Atoms of group 17 gain one electron and form anions with a 1 charge; atoms of            group 16 gain two electrons and form ions with a 2 charge, and so on.
Click ""NEXT"" to progress the slideshow
Note the usefulness of the periodic table in predicting likely ion formation and charge.            Moving from the far left to the right on the periodic table, main-group elements tend to            form cations with a charge equal to the group number. That is, group 1 elements form 1+            ions; group 2 elements form 2+ ions, and so on. Moving from the far right to the left on            the periodic table, elements often form anions with a negative charge equal to the            number of groups moved left from the noble gases. For example, group 17 elements (one            group left of the noble gases) form 1 ions; group 16 elements (two groups left) form 2            ions, and so on. This trend can be used as a guide in many cases, but its predictive            value decreases when moving toward the center of the periodic table. In fact, transition            metals and some other metals often exhibit variable charges that are not predictable by            their location in the table. For example, copper can form ions with a 1+ or 2+ charge,            and iron can form ions with a 2+ or 3+ charge.
In many situations an atom will gain or lose electrons so that it has the same number of            electrons as the noble gas to which it is nearest. As we saw in the examples, magnesium            lost 2 electrons to obtain the same number of electrons as neon and fluorine gained 1            electron so that it had the same number of electrons as neon.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,"if we want to know more about the chemistry of elements, we should click "" nEXT",90.93827056884766
168,Gases,The Kinetic-Molecular Theory,Module Summary and Quiz,"The kinetic molecular theory is a simple but very effective model that                    effectively explains ideal gas behavior. The theory assumes that gases consist                    of widely separated molecules of negligible volume that are in constant motion,                    colliding elastically with one another and the walls of their container with                    average velocities determined by their absolute temperatures. The individual                    molecules of a gas exhibit a range of velocities, the distribution of these                    velocities being dependent on the temperature of the gas and the mass of its                    molecules.
Gaseous atoms and molecules move freely and randomly through space. Diffusion is                    the process whereby gaseous atoms and molecules are transferred from regions of                    relatively high concentration to regions of relatively low concentration.                    Effusion is a similar process in which gaseous species pass from a container to                    a vacuum through very small orifices. The rates of effusion of gases are                    inversely proportional to the square roots of their densities or to the square                    roots of their atoms/molecules masses (Grahams law).
Gas molecules possess a finite volume and experience forces of attraction for one                    another. Consequently, gas behavior is not necessarily described well by the                    ideal gas law. Under conditions of low pressure and high temperature, these                    factors are negligible, the ideal gas equation is an accurate description of gas                    behavior, and the gas is said to exhibit ideal behavior. However, at lower                    temperatures and higher pressures, corrections for molecular volume and                    molecular attractions are required to account for finite molecular size and                    attractive forces. The van der Waals equation is a modified version of the ideal                    gas law that can be used to account for the non-ideal behavior of gases under                    these conditions.
Before you take the quiz, please evaluate your understanding of the learning                    objectives for the The Kinetic-Molecular Theory module and use                    the My Response link below to ask any questions you                    might have about the material that you would like the instructor to address.                    Your questions can be for clarification of the material or further insight. Your                    self-evaluation and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,"if a gas is divided into two parts, which two parts are the same?",42.81205368041992
169,Solutions,Solubility,Solutions of Liquids in Liquids,"We know that some liquids mix with each other in all proportions; in other words, they            have infinite mutual solubility and are said to be miscible. Ethanol, sulfuric acid, and            ethylene glycol (popular for use as antifreeze) are examples of liquids that are            completely miscible with water. Two-cycle motor oil is miscible with gasoline.
Liquids that mix with water in all proportions are usually polar substances or substances            that form hydrogen bonds. For such liquids, the dipole-dipole attractions (or hydrogen            bonding) of the solute molecules with the solvent molecules are at least as strong as            those between molecules in the pure solute or in the pure solvent. Hence, the two kinds            of molecules mix easily. Likewise, nonpolar liquids are miscible with each other because            there is no appreciable difference in the strengths of solute-solute, solvent-solvent,            and solute-solvent intermolecular attractions. The solubility of polar molecules in            polar solvents and of nonpolar molecules in nonpolar solvents is, again, an illustration            of the chemical axiom clike dissolves like.d
Two liquids that do not mix to an appreciable extent are called immiscible.                    Layers are formed when we pour immiscible liquids into the same container.                    Gasoline, oil, benzene, carbon tetrachloride, some paints, and many other                    nonpolar liquids are immiscible with water. The attraction between the molecules                    of such nonpolar liquids and polar water molecules is ineffectively weak. The                    only strong attractions in such a mixture are between the water molecules, so                    they effectively squeeze out the molecules of the nonpolar liquid. The                    distinction between immiscibility and miscibility is really one of degrees, so                    that miscible liquids are of infinite mutual solubility, while liquids said to                    be immiscible are of very low (though not zero) mutual solubility.
Two liquids, such as bromine and water, that are of moderate mutual solubility are said            to be partially miscible. Two partially miscible liquids usually form two layers when            mixed. In the case of the bromine and water mixture, the upper layer is water, saturated            with bromine, and the lower layer is bromine saturated with water. Since bromine is            nonpolar, and, thus, not very soluble in water, the water layer is only slightly            discolored by the bright orange bromine dissolved in it. Since the solubility of water            in bromine is very low, there is no noticeable effect on the dark color of the bromine            layer.
Adapted from Openstax Chemistry under   Creative Commons Attribution                4.0 License.
Download for free at .",,what is the most suitable title for the text?,48.1914176940918
170,Gases,Gas Laws,Gas Laws: Moles of Gas and Volume,"The Italian scientist Amedeo Avogadro advanced a hypothesis in 1811 to accountfor the behavior of gases, stating that equal volumes of all gases, measuredunder the same conditions of temperature and pressure, contain the same numberof molecules. Over time, this relationship was supported by many experimentalobservations.
Avogadros lawvolume of a gas at constant temperature and pressure is proportional to the number of gas molecules states: for a confined gas, the volume (V) and number ofmoles (n) are directly proportional if the pressure and temperature bothremain constant.
volume of a gas at constant temperature and pressure is proportional to the number of gas molecules
In equation form, this is written as:
An expandable balloon contains 2.5 mol of helium gas and has a volume of 1.2L. If the temperature and pressure remain constant and 1.5 mol of additionalhelium is added to the balloon, what will the new volume be?
Here we will use Avogadro\'s law:
Identify variables in the problem.
Plug the values into the equation.
Rearranging variables to solve for V2 gives:
Adapted from Openstax Chemistry underCreative Commons Attribution 4.0 License.
Download for free at.",,what is the relationship between gases and air?,36.9207763671875
171,Reactions and Stoichiometry,Chemical Reactions and Equations,Oxidation-Reduction: Oxidation States,"Earths atmosphere contains about 20% molecular oxygen, O2, a chemically            reactive gas that plays an essential role in the metabolism of aerobic organisms and in            many environmental processes that shape the world. The term oxidationprocess in which an elements oxidation number is increased by loss of electrons             was originally            used to describe chemical reactions involving O2, but its meaning has evolved            to refer to a broad and important reaction class known as oxidation-reduction (redox)            reactions. A few examples of such reactions will be used to develop a clear picture of            this classification.
process in which an elements oxidation number is increased by loss of electrons
Some redox reactions involve the transfer of electrons between reactant species to yield            ionic products, such as the reaction between sodium and chlorine to yield sodium            chloride:
It is helpful to view the process with regard to each individual reactant, that is, to            represent the fate of each reactant in the form of an equation called a            half-reaction:
These equations show that Na atoms lose electrons while Cl atoms (in the Cl2            molecule) gain electrons, the csd subscripts for the resulting ions signifying they are            present in the form of a solid ionic compound. For redox reactions of this sort, the            loss and gain of electrons define the complementary processes that occur:
In this reaction, then, sodium is oxidized and chlorine undergoes reductionprocess in which an elements oxidation number is decreased by gain of electrons        . Viewed from            a more active perspective, sodium functions as a reducing agent(reductant) substance that brings about the reduction of another substance, and in the process becomes oxidized (reductant), since it            provides electrons to (or reduces) chlorine. Likewise, chlorine functions as an            oxidizing agent(oxidant) substance that brings about the oxidation of another substance, and in the process becomes reduced (oxidant), as it effectively removes electrons from (oxidizes)            sodium.
process in which an elements oxidation number is decreased by gain of electrons
(reductant) substance that brings about the reduction of another substance, and in the process becomes oxidized
(oxidant) substance that brings about the oxidation of another substance, and in the process becomes reduced
Some redox processes, however, do not involve the transfer of electrons. Consider, for            example, a reaction similar to the one yielding NaCl:
The product of this reaction is a covalent compound, so transfer of electrons in the            explicit sense is not involved. To clarify the similarity of this reaction to the            previous one and permit an unambiguous definition of redox reactions, a property called            oxidation number has been defined. The oxidation numberthe charge each atom of an element would have in a compound if the compound were ionic (or oxidation statethe charge each atom of an element would have in a compound if the compound were ionic) of an            element in a compound is the charge its atoms would possess if the compound was ionic.            The following guidelines are used to assign oxidation numbers to each element in a            molecule or ion.
the charge each atom of an element would have in a compound if the compound were ionic
the charge each atom of an element would have in a compound if the compound were ionic
The sum of oxidation numbers for all atoms in a molecule or polyatomic ion equals                    the charge on the molecule or ion.
Note: The proper convention for reporting charge is to write the number first,                    followed by the sign (e.g., 2+), while oxidation number is written with the                    reversed sequence, sign followed by number (e.g., +2). This convention aims to                    emphasize the distinction between these two related properties.
Follow the guidelines in this section of the text to assign oxidation numbers to all                the elements in the following species:
a) H2S
b) SO32
c) SO42-
The oxidation number for H is +1.
The sum of oxidation numbers for all atoms in a molecule or polyatomic ion equals the                charge on the molecule or ion.
Since the oxidation state of H is +1 and there are 2 hydrogen atoms in this compound,                in order to obtain an overall charge of zero, we assign  for the oxidation state                of the sulfur.
The oxidation number for each oxygen in this situation, as it is in most, is .
The overall charge of the monatomic ion is .
The oxidation number for each oxygen in this situation, as it is in most, is .
The overall charge of the monatomic ion is .
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .","Solution,a) H2S,b) SO32\xe2\x88\x92,c) SO42\xe2\x88\x92",what is the function of the redox reactions?,56.79153060913086
172,Composition of Substances and Solutions,Aqueous Solutions,Units of Solution Concentration: Parts per Million and Parts per Billion,"Very low solute concentrations are often expressed using appropriately small units such            as parts per million (ppm)ratio of solute-to-solution mass multiplied by 106 or parts per billion (ppb)ratio of solute-to-solution mass multiplied by 109. Like percentage (cpart per            hundredd) units, ppm and ppb may be defined in terms of masses, volumes, or mixed            mass-volume units. There are also ppm and ppb units defined with respect to numbers of            atoms and molecules.
ratio of solute-to-solution mass multiplied by 106
ratio of solute-to-solution mass multiplied by 109
The mass-based definitions of ppm and ppb are given here:
Both ppm and ppb are convenient units for reporting the concentrations of pollutants and            other trace contaminants in water. Concentrations of these contaminants are typically            very low in treated and natural waters, and their levels cannot exceed relatively low            concentration thresholds without causing adverse effects on health and wildlife. For            example, the EPA has identified the maximum safe level of fluoride ion in tap water to            be 4 ppm. Inline water filters are designed to reduce the concentration of fluoride and            several other trace-level contaminants in tap water.
According to the EPA, when the concentration of lead in tap water reaches 15 ppb,                certain remedial actions must be taken. What is this concentration in ppm? At this                concentration, what mass of lead (\xce\xbcg) would be contained in a typical glass of water                (300 mL)?
The definitions of the ppm and ppb units may be used to convert the given                concentration from ppb to ppm. Comparing these two unit definitions shows that ppm                is 1000 times greater than ppb (1 ppm = 103 ppb). Thus:
The definition of the ppb unit may be used to calculate the requested mass if the                mass of the solution is provided. However, only the volume of solution (300 mL) is                given, so we must use the density to derive the corresponding mass. We can assume                the density of tap water to be roughly the same as that of pure water (~1.00 g/mL),                since the concentrations of any dissolved substances should not be very large.                Rearranging the equation defining the ppb unit and substituting the given quantities                yields:
Finally, convert this mass to the requested unit of micrograms:
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the percentage of the solute-to-solution mass divided by the parts,65.27769470214844
173,Electronic Structure and Periodic Properties,Periodic Properties,Module Summary and Quiz,"Electron configurations allow us to understand many periodic trends. Covalent                    radius increases as we move down a group because the n level (orbital size)                    increases. Covalent radius mostly decreases as we move left to right across a                    period because the effective nuclear charge experienced by the electrons                    increases, and the electrons are pulled in tighter to the nucleus. Anionic radii                    are larger than the parent atom, while cationic radii are smaller, because the                    number of valence electrons has changed while the nuclear charge has remained                    constant. Ionization energy (the energy associated with forming a cation)                    decreases down a group and mostly increases across a period because it is easier                    to remove an electron from a larger, higher energy orbital. Electron affinity                    (the energy associated with forming an anion) is more favorable (exothermic)                    when electrons are placed into lower energy orbitals, closer to the nucleus.                    Therefore, electron affinity becomes increasingly negative as we move left to                    right across the periodic table and decreases as we move down a group. For both                    IE and electron affinity data, there are exceptions to the trends when dealing                    with completely filled or half-filled subshells.
Before you take the quiz, please evaluate your understanding of the learning                    objectives for the Periodic Properties module and use the My Response link below to ask any questions you might                    have about the material that you would like the instructor to address. Your                    questions can be for clarification of the material or further insight. Your                    self-evaluation and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0                License.
Download for free at .",,what is the relationship between the Ionization energy and the energy related to forming an anion,69.5762710571289
174,Solids and Liquids,Phase Changes,Module Summary and Quiz,"Phase transitions are processes that convert matter from one physical state into another.            There are six phase transitions between the three phases of matter. Melting,            vaporization, and sublimation are all endothermic processes, requiring an input of heat            to overcome intermolecular attractions. The reciprocal transitions of freezing,            condensation, and deposition are all exothermic processes, involving heat as            intermolecular attractive forces are established or strengthened. The temperatures at            which phase transitions occur are determined by the relative strengths of intermolecular            attractions and are, therefore, dependent on the chemical identity of the substance.
The temperature and pressure conditions at which a substance exists in solid, liquid, and            gaseous states are summarized in a phase diagram for that substance. Phase diagrams are            combined plots of three pressure-temperature equilibrium curves: solid-liquid,            liquid-gas, and solid-gas. These curves represent the relationships between            phase-transition temperatures and pressures. The point of intersection of all three            curves represents the substances triple pointthe temperature and pressure at which all            three phases are in equilibrium. At pressures below the triple point, a substance cannot            exist in the liquid state, regardless of its temperature. The terminus of the liquid-gas            curve represents the substances critical point, the pressure and temperature above            which a liquid phase cannot exist.
Before you take the quiz, please evaluate your understanding of the                    learning objectives for the Phase Changes module and use the                    My Response link below to ask any questions you might have about                    the material that you would like the instructor to address. Your questions can                    be for clarification of the material or further insight. Your self-evaluation                    and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the relationship between the solid-liquid and solid-gas?,29.37316131591797
175,Solids and Liquids,The Solid State of Matter,X-Ray Crystallography,"The size of the unit cell and the arrangement of            atoms in a crystal may be determined from measurements of the diffraction of X-rays by            the crystal, termed X-ray crystallography. Diffraction is the change in the direction of            travel experienced by an electromagnetic wave when it encounters a physical barrier            whose dimensions are comparable to those of the wavelength of the light. X-rays are            electromagnetic radiation with wavelengths about as long as the distance between            neighboring atoms in crystals (on the order of a few angstroms (1  = 1             10 m)).
When a beam of monochromatic X-rays strikes a            crystal, its rays are scattered in all directions by the atoms within the crystal. When            scattered waves traveling in the same direction encounter one another, they undergo            interference, a process by which the waves combine to yield either an increase or a            decrease in amplitude (intensity) depending upon the extent to which the combining            waves maxima are separated as shown below.
Light waves occupying the same space                experience interference, combining to yield waves of greater (a) or lesser (b)                intensity, depending upon the separation of their maxima and                minima.
When X-rays of a certain wavelength, \xce\xbb, are            scattered by atoms in adjacent crystal planes separated by a distance, d, they may            undergo constructive interference when the difference between the distances traveled by            the two waves prior to their combination is an integer factor, n, of the wavelength.            This condition is satisfied when the angle of the diffracted beam, \xce, is related to the            wavelength and interatomic distance by the equation:
n\\lambda=2d\\cdot\\sin\heta
This relation is known as the Bragg equation in            honor of W. H. Bragg, the English physicist who first explained this phenomenon. The            illustration below shows two examples of diffracted waves from the same two crystal            planes. The figure on the left depicts waves diffracted at the Bragg angle, resulting in            constructive interference, while that on the right shows diffraction and a different            angle that does not satisfy the Bragg condition, resulting in destructive            interference.
The diffraction of X-rays scattered by                the atoms within a crystal permits the determination of the distance between the                atoms. The top image depicts constructive interference between two scattered                waves and a resultant diffracted wave of high intensity. The bottom image                depicts destructive interference and a low intensity diffracted                wave.
An X-ray diffractometer, such as the one            illustrated below, may be used to measure the angles at which X-rays are diffracted when            interacting with a crystal as described earlier. From such measurements, the Bragg            equation may be used to compute distances between atoms as demonstrated in the following            example exercise.
(a) In a diffractometer, a beam of                X-rays strikes a crystalline material, producing (b) an X-ray diffraction                pattern that can be analyzed to determine the crystal structure.
In a diffractometer, X-rays with a wavelength                of 0.1315 nm were used to produce a diffraction pattern for copper. The first order                diffraction (n = 1) occurred at an angle \xce = 25.25. Determine the spacing between                the diffracting planes in copper.
The distance between the planes is found by                solving the Bragg equation, \\(n\\lambda=2d\\cdot\\sin\heta\\), for d.
This gives:
d\\;=\\;\\frac{n\\lambda}{2\\sin\heta}=\\;\\frac{1(0.1315\\;\\mathrm{nm})}{2\\sin(25.25^\\circ)}=0.154\\;\\mathrm{nm}",Solution,what is the speed of the electromagnetic waves traveling in the same direction in a crystal?,30.832286834716797
176,Reactions and Stoichiometry,Chemical Reactions and Equations,Balancing Redox Equations in Acidic Solutions,"In this section, we will concentrate on the half-reaction method for balancing            oxidation-reduction reactions. The use of half-reactions is important for balancing more            complicated reactions and partly because many aspects of electrochemistry, which will be            discussed later in the course, are easier to discuss in terms of half-reactions. The            half-reaction method splits oxidation-reduction reactions into their oxidation chalfd            and reduction chalfd to make finding the overall equation easier.
Electrochemical reactions frequently occur in solutions, which could be acidic, basic, or            neutral. When balancing oxidation-reduction reactions, the nature of the solution may be            important. On this page, we will look at how to balance an oxidation-reduction reaction            in acidic solution.
Consider the following unbalanced oxidation-reduction reaction in acidic solution:
Each half-reaction contains the same element in two different oxidation states. The                Fe2+ has lost an electron to become Fe3+; therefore, the iron            underwent oxidation. The reduction is not as obvious; however, the manganese gained five            electrons to change from Mn7+ (in MnO4-) to                Mn2+.
The iron atoms in the oxidation half-reaction are balanced (mass balance); however, the            charge is unbalanced, since the charges on the ions are not equal. Adding a single            electron on the right side gives a balanced oxidation half-reaction:
The elements of the reduction half-reaction are not balanced. We must add 4 H2O to the            right side of the equation to balance the oxygen atoms and we then add 8 H+ ions to the            left side of the equation to balance the hydrogen.
The atoms are balanced (mass balance), so it is now necessary to check for charge            balance. The total charge on the left of the reaction arrow is [()  (1) + (8)             (+1)], or +7, while the total charge on the right side is [(1)  (+2) + (4)  (0)], or            +2. The difference between +7 and +2 is five; therefore, it is necessary to add five            electrons to the left side to achieve charge balance.
We now have two balanced half-reactions.
The number of electrons transferred from the oxidation half-reaction to the reduction            half-reaction must be equal. In this example, it is necessary to multiply every term in            the oxidation half-reaction by five. The multiplication of the two half-reactions by the            appropriate factor followed by addition of the two halves gives
The electrons do not appear in the final answer because the oxidation electrons are the            same electrons as the reduction electrons and they ccancel.d
Balance the following reaction equation in acidic solution:
In acidic solution, we can use or generate hydrogen ions (H+).                                Adding seven water molecules to the left side provides the necessary                                oxygen; the cleft overd hydrogen appears as 14 H+ on the right:
The left side of the equation                                has a total charge of [2  (+3) = +6], and the right side a total                                charge of [ + 14  (+1) = +12]. The difference is six; adding six                                electrons to the right side produces a mass- and charge-balanced                                oxidation half-reaction (in acidic solution):
It is necessary to convert the four oxygen atoms in the                                permanganate into four water molecules. To do this, add eight H+ to                                convert the oxygen into four water molecules:
Add five electrons to the left                                side to balance the charge.
The least common multiple for the electrons is 30, so multiply the oxidation                half-reaction by five, the reduction half-reaction by six.
Follow the steps below to balance the following reaction in acidic solution.
Follow the steps below to balance the following reaction in acidic solution.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,"if we want to balance an oxidation-reduction reaction, what should we do?",53.233558654785156
177,Solutions,Solubility,Colloids,"As a child, you may have made suspensions such as            mixtures of mud and water, flour and water, or a suspension of solid pigments in water,            known as tempera paint. These suspensions are heterogeneous mixtures composed of            relatively large particles that are visible (or that can be seen with a magnifying            glass). They are cloudy, and the suspended particles settle out after mixing. On the            other hand, a solution is a homogeneous mixture in which no settling occurs and in which            the dissolved species are molecules or ions. Solutions exhibit completely different            behavior from suspensions. A solution may be colored, but it is transparent, the            molecules or ions are invisible, and they do not settle out on standing. Another class            of mixtures called colloids (or colloidal dispersions) exhibit properties intermediate            between those of suspensions and solutions, as illustrated below. The particles in a            colloid are larger than most simple molecules; however, colloidal particles are small            enough that they do not settle out upon standing.
(a) A solution is a homogeneous                mixture that appears clear, such as the saltwater in this aquarium. (b) In a                colloid, such as milk, the particles are much larger but remain dispersed and do                not settle. (c) A suspension, such as mud, is a heterogeneous mixture of                suspended particles that appears cloudy and in which the particles can settle.                (credit a photo: modification of work by Adam Wimsatt; credit b photo:                modification of work by Melissa Wiese; credit c photo: modification of work by                Peter Burgess)
The particles in a colloid are large enough to            scatter light, a phenomenon called the Tyndall effect. This can make colloidal mixtures            appear cloudy or opaque, such as the searchlight beams shown in the photo below. Clouds            are colloidal mixtures. They are composed of water droplets that are much larger than            molecules, but that are small enough that they do not settle out.
The paths of searchlight beams are                made visible when light is scattered by colloidal-size particles in the air                (fog, smoke, etc.). (credit: cBahmand/Wikimedia Commons)
The term ccolloiddfrom the Greek words kolla,            meaning cglue,d and eidos, meaning clikedwas first used in 1861 by Thomas Graham to            classify mixtures such as starch in water and gelatin. Many colloidal particles are            aggregates of hundreds or thousands of molecules, but others (such as proteins and            polymer molecules) consist of a single extremely large molecule. The protein and            synthetic polymer molecules that form colloids may have molecular masses ranging from a            few thousand to many million atomic mass units.
Analogous to the identification of solution            components as csoluted and csolvent,d the components of a colloid are likewise            classified according to their relative amounts. The particulate component typically            present in a relatively minor amount is called the dispersed phase and the substance or            solution throughout which the particulate is dispersed is called the dispersion medium.            Colloids may involve virtually any combination of physical states (gas in liquid, liquid            in solid, solid in gas, etc.), as illustrated by the examples of colloidal systems given            in the following table.
solid
gas
smoke, dust

solid
liquid
starch in water, some inks, paints, milk of magnesia
sol
solid
solid
some colored gems, some alloys

liquid
gas
clouds, fogs, mists, sprays
aerosol
liquid
liquid
milk, mayonnaise, butter
emulsion
liquid
solid
jellies, gels, pearl, opal (H2O in SiO2)
gel
gas
liquid
foams, whipped cream, beaten egg whites
foam
gas
solid
pumice, floating soaps

Colloids are prepared by producing particles of            colloidal dimensions and distributing these particles throughout a dispersion medium.            Particles of colloidal size are formed by two methods:
Dispersion methods: breaking down larger                particles. For example, paint pigments are produced by dispersing large                particles by grinding in special mills.
Condensation methods: growth from smaller                units, such as molecules or ions. For example, clouds form when water molecules                condense and form very small droplets.
A few solid substances, when brought into contact            with water, disperse spontaneously and form colloidal systems. Gelatin, glue, starch,            and dehydrated milk powder behave in this manner. The particles are already of colloidal            size; the water simply disperses them. Powdered milk particles of colloidal size are            produced by dehydrating milk spray. Some atomizers produce colloidal dispersions of a            liquid in air.
An emulsion may be prepared by shaking together or            blending two immiscible liquids. This breaks one liquid into droplets of colloidal size,            which then disperse throughout the other liquid. Oil spills in the ocean may be            difficult to clean up, partly because wave action can cause the oil and water to form an            emulsion. In many emulsions, however, the dispersed phase tends to coalesce, form large            drops, and separate. Therefore, emulsions are usually stabilized by an emulsifying            agent, a substance that inhibits the coalescence of the dispersed liquid. For example, a            little soap will stabilize an emulsion of kerosene in water. Milk is an emulsion of            butterfat in water, with the protein casein serving as the emulsifying agent. Mayonnaise            is an emulsion of oil in vinegar, with egg yolk components as the emulsifying agents.
Condensation methods form colloidal particles by            aggregation of molecules or ions. If the particles grow beyond the colloidal size range,            drops or precipitates form, and no colloidal system results. Clouds form when water            molecules aggregate and form colloid-sized particles. If these water particles coalesce            to form adequately large water drops of liquid water or crystals of solid water, they            settle from the sky as rain, sleet, or snow. Many condensation methods involve chemical            reactions. A red colloidal suspension of iron(III) hydroxide may be prepared by mixing a            concentrated solution of iron(III) chloride with hot water:
A colloidal gold sol results from the reduction of            a very dilute solution of gold(III) chloride by a reducing agent such as formaldehyde,            tin(II) chloride, or iron(II) sulfate:
\\mathrm{Au}^{3+}+3\\mathrm            e^-\\longrightarrow\\mathrm{Au}
Some gold sols prepared in 1857 are still intact            (the particles have not coalesced and settled), illustrating the long-term stability of            many colloids.","Dispersed Phase,Dispersion Medium,Common Examples,Name,Preparation of Colloidal Systems",what's the relationship between a solid substance and a suspended substance?,35.5880126953125
178,Reactions and Stoichiometry,Chemical Reactions and Equations,Balancing Redox Equations in Basic Solutions,"Recall that basic solutions have excess hydroxide ions. Some of these hydroxide ions will            react with hydrogen ions to produce water. The simplest way to generate the balanced            overall equation in basic solution is to start with the balanced equation in acidic            solution, then cconvertd it to the equation for basic solution.
Balance the following equation in basic solution.
First following the same steps as we did in acidic solution.
On a separate sheet of paper, balance the equation below in basic solution. Answer                the following questions about the final overall equation.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .","Follow the steps for balancing in acidic solution.,Additional Step for Balancing in Basic Solution,Additional Step for Balancing in Basic Solution",what should we do first in basic solution?,200.52206420898438
