,Unit,Module,Title,Subheaders,Paragraph,Question,Key Concepts,Information Score
411,Exploratory Data Analysis,Performing Exploratory Data Analysis,Statistics & Data Types,"Quantitative Data,Categorical Data,Quantitative and Categorical Data,Structured and Unstructured Data,Internal and External Data,Data Sources","Meanwhile, data is categorical when the measurement scale is a set of categories. For example, marital status, with categories (single, married, divorced, widowed), is categorical. For Americans, states are categorical, with the categories Pennsylvania, Montana, Utah, and so on; for Canadians, the province of residence is categorical, with the categories Alberta, British Columbia, and so on. Other categorical data are whether employed (yes, no), favorite type of music (classical, country, folk, jazz, rock), and political party preference.","For Americans, the province of residence is what?","['music', 'widow', 'married', 'measurement', 'divorced', 'folk', 'country', 'preference', 'status', 'type', 'datum', 'rock', 'example', 'single', 'classical', 'category', 'marital', 'jazz', 'party', 'set', 'favorite', 'political', 'categorical', 'province', 'employ', 'residence', 'state', 'scale']",0.0
412,Exploratory Data Analysis,Performing Exploratory Data Analysis,Statistics & Data Types,"Quantitative Data,Categorical Data,Quantitative and Categorical Data,Structured and Unstructured Data,Internal and External Data,Data Sources","For categorical data, distinct categories differ in quality, not in numerical magnitude. Categorical data are often called qualitative. We distinguish between categorical and quantitative data because different analytical methods apply to each type. For example, the average is a statistical summary of a quantitative variable because it captures numerical values. It's possible to find the average for quantitative data such as income but not for categorical data such as religious affiliation or favorite type of music.",What is the average for qualitative data?,"['affiliation', 'music', 'qualitative', 'different', 'call', 'income', 'statistical', 'type', 'datum', 'quantitative', 'magnitude', 'distinguish', 'example', 'method', 'variable', 'category', 'apply', 'numerical', 'average', 'value', 'find', 'capture', 'possible', 'religious', 'favorite', 'differ', 'categorical', 'summary', 'quality', 'distinct', 'analytical']",0.0
413,Exploratory Data Analysis,Performing Exploratory Data Analysis,Statistics & Data Types,"Quantitative Data,Categorical Data,Quantitative and Categorical Data,Structured and Unstructured Data,Internal and External Data,Data Sources","Structured Data is organized facts that are presented in fixed formats and are easy to extract. This data can be stored in spreadsheets, relational databases, and other repositories in, for example, a row and column format. Unstructured data is most difficult to extract. It is not easily stored in typical relational databases and spreadsheets because it does not neatly fit in the row and column structure or cannot be maintained in formats that are uniform. Text, multimedia files, and log files from servers are examples of unstructured data. New generation database frameworks, also known as NoSQL databases, have been developed specifically to handle unstructured data. Unlike structured data, unstructured data can be stored without a predefined schema.",Unstructured data is easy to extract because it is easy to store in what?,"['difficult', 'typical', 'uniform', 'column', 'multimedia', 'know', 'store', 'easy', 'present', 'row', 'organize', 'structure', 'datum', 'fix', 'spreadsheet', 'example', 'relational', 'new', 'generation', 'database', 'handle', 'extract', 'structured', 'predefine', 'fact', 'format', 'unstructured', 'maintain', 'text', 'framework', 'develop', 'server', 'log', 'schema', 'repository', 'file', 'fit']",0.0
414,Exploratory Data Analysis,Performing Exploratory Data Analysis,Statistics & Data Types,"Quantitative Data,Categorical Data,Quantitative and Categorical Data,Structured and Unstructured Data,Internal and External Data,Data Sources","Data can also be classified as internal data, which is data collected and/or controlled by an organization. An example would be personnel data collected and stored by the human resources department. We also have external data, data that is collected from sources outside of an organization. Census data and data gathered from credit reporting agencies are examples of external data.",What is an example of external data?,"['collect', 'resource', 'store', 'personnel', 'control', 'department', 'datum', 'internal', 'organization', 'human', 'source', 'reporting', 'example', 'external', 'credit', 'agency', 'census', 'classify', 'gather']",0.0
415,Data Science Project Planning,Requirements Gathering,Module 5 Summary,,"The difference between a traditional IT project and a Data Science project is the focus on the analytical data, model, and operations requirements.","The focus on the analytical data, model and operations requirements is what?","['datum', 'requirement', 'model', 'operation', 'focus', 'project', 'analytical', 'difference', 'traditional']",0.0
416,Data Science Project Planning,Requirements Gathering,Module 5 Summary,,"Requirements are capabilities needed to achieve an objective. Requirements are gathered from stakeholders of a project, including the client, end-users, and the data science team. Good requirements are correct, complete, unambiguous, verifiable, measurable, and traceable.",Good requirements are what?,"['user', 'correct', 'client', 'good', 'stakeholder', 'capability', 'end', 'include', 'datum', 'need', 'complete', 'objective', 'measurable', 'achieve', 'requirement', 'team', 'verifiable', 'project', 'traceable', 'science', 'gather', 'unambiguous']",0.0
417,Data Science Project Planning,Requirements Gathering,Module 5 Summary,,"There are different types of requirements including business and solution requirements. Business requirements describe the cwhyd behind the implementation of a solution, while the user requirements describe the tasks that users will be able to perform with the system, and the solution requirements specify the behavior of the system and its characteristics.","Business requirements describe the cwhyd behind the implementation of a solution, while the user requirements describe what?","['implementation', 'user', 'characteristic', 'type', 'specify', 'requirement', 'solution', 'perform', 'describe', 'behavior', 'system', 'include', 'task', 'cwhyd', 'able', 'different', 'business']",0.38461538461538464
418,Data Science Project Planning,Requirements Gathering,Module 5 Summary,,"Similar to a traditional IT project, it is a best practice to collect requirements for analytic projects. The requirements for an analytic project include determining how data, models, and results or outputs of the models will support meeting the analytic and business objectives.","The requirements for an analytic project include determining how data, models, and results support what?","['support', 'output', 'analytic', 'collect', 'requirement', 'determine', 'good', 'datum', 'result', 'meet', 'similar', 'model', 'objective', 'include', 'practice', 'project', 'business', 'traditional']",0.0
419,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"Hard Clustering divides data into a number of groups, and data points can only belong to one cluster. All clusters are independent of each other.",Cluster data is only used for the purpose of determining what?,"['belong', 'datum', 'cluster', 'group', 'point', 'number', 'independent', 'divide']",0.0
420,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"A set of k means is chosen. These are meant to capture the mean of all the observations within the cluster, in general.",k is a set of what?,"['mean', 'choose', 'observation', 'cluster', 'set', 'means', 'capture', 'general']",0.8333333333333333
421,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,Each data point is then assigned to the cluster with the nearest mean.,The cluster with the nearest mean is assigned to the cluster with what?,"['mean', 'assign', 'datum', 'cluster', 'point', 'near']",0.0
422,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-Means Clustering and k-Nearest Neighbors have been known to cause confusion for data scientists who are new to the field. After all, we are discussing similarity measures and distances to an observation to classify or cluster into a class. The main difference is that one is an unsupervised technique, and the other is supervised. kNN is a supervised classification method that involves labeled data that is used to train a model to accurately predict the class of a new observation according to its closest or neighbor data points.",kNN is a supervised classification method that involves what?,"['discuss', 'predict', 'model', 'know', 'supervised', 'difference', 'scientist', 'classification', 'datum', 'close', 'class', 'main', 'label', 'point', 'field', 'new', 'method', 'supervise', 'accord', 'observation', 'cluster', 'unsupervised', 'kNN', 'train', 'confusion', 'distance', 'similarity', 'classify', 'involve', 'measure', 'cause', 'technique', 'neighbor']",1.4444444444444449
423,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,k-Means Clustering,,"K-means does not provide a labeled dataset to the model for learning purposes. K-means will partition the data into a number of clusters. kNN works best with data that is of the same scale, but k-means does not need the same scale data to perform well. Remember when you learned about kNN being a lazy learner? K-means is an eager learner. It is slow to train, but it tends to deal with noise in the training dataset better than a lazy learner.","It is slow to train, but it tends to deal with what?","['learner', 'provide', 'tend', 'training', 'model', 'means', 'dataset', 'mean', 'k', 'datum', 'remember', 'label', 'need', 'deal', 'purpose', 'cluster', 'perform', 'kNN', 'number', 'train', 'lazy', 'partition', 'eager', 'work', 'noise', 'learn', 'slow', 'scale']",0.0
424,Model Evaluation,Metrics and Interpretation,Be Mindful of the End Goal,,"Metrics are employed to objectively evaluate the performance of machine learning models. When selecting a metric, you should always have the end goal of the machine learning application in mind.",Machine learning models are used to evaluate what?,"['learning', 'performance', 'application', 'model', 'metric', 'end', 'employ', 'machine', 'goal', 'mind', 'select', 'evaluate']",0.0
425,Problem Identification and Solution Vision,Data Science Lifecycle,Phases of a Data Science Project,,"Data scientists are tasked with providing solutions to difficult business problems, and those solutions should be supported by factual data. Prior to solving a problem, it is important to understand the context of the business and the problem. This must include defining business and analytical objectives, as well as identifying data sources.",The context of a problem is important to understand what?,"['context', 'provide', 'solution', 'difficult', 'include', 'scientist', 'datum', 'source', 'factual', 'solve', 'objective', 'understand', 'support', 'define', 'identify', 'important', 'problem', 'task', 'analytical', 'business']",0.6
426,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"Machine learning involves formulating a hypothetical mapping from the input features to the output space. It is often the case that many different implementations of the mapping could work (for example, classification can be carried out by logistic regression, support vector machines, or k-nearest neighbors), but the best mapping depends on the underlying data distribution and available training data. Model selection is a systematic process of identifying this best mapping and builds upon the following concepts:",Model selection is a systematic process of identifying this best mapping and builds upon the following concepts: what is the process of identifying best mapping?,"['output', 'good', 'training', 'model', 'process', 'machine', 'space', 'k', 'classification', 'data', 'vector', 'datum', 'distribution', 'formulate', 'regression', 'example', 'logistic', 'near', 'support', 'feature', 'learning', 'identify', 'input', 'underlie', 'hypothetical', 'case', 'following', 'mapping', 'implementation', 'systematic', 'work', 'involve', 'selection', 'concept', 'depend', 'carry', 'available', 'different', 'neighbor', 'build']",0.9473684210526312
427,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,"A model is a set of assumptions you make about your data, which in turn defines the hypothesis space over which learning performs its search",The model space is defined by what?,"['learning', 'space', 'hypothesis', 'define', 'datum', 'set', 'assumption', 'model', 'perform', 'search', 'turn']",0.0
428,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The model parameters are the numeric values or structures that are derived from the learning process.,The model parameters are derived from what process?,"['learning', 'structure', 'parameter', 'model', 'process', 'derive', 'value', 'numeric']",0.0
429,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The model hyperparameters are the numeric values or structures that impact the learning process but are not selected by the learning process.,The model hyperparameters are used to determine what?,"['learning', 'structure', 'hyperparameter', 'impact', 'model', 'process', 'value', 'numeric', 'select']",0.0
430,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,The learning algorithm specifies the way in which model parameters are updated or derived from the input data.,The learning algorithm is used to determine what?,"['learning', 'parameter', 'datum', 'way', 'model', 'input', 'update', 'derive', 'specify']",0.0
431,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Model 1,Model 1 of the Model 1 was built on what type of building material?,['model'],0.0
432,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Gradient descent over the logistic loss function with L2 regularization,The L2 regularization and L3 regularization are used to determine what?,"['function', 'loss', 'regularization', 'logistic', 'descent', 'gradient', 'l2']",0.0
433,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Gradient descent over the logistic loss function with L2 regularization,The L2 regularization and L3 regularization are used to determine what?,"['function', 'loss', 'regularization', 'logistic', 'descent', 'gradient', 'l2']",0.0
434,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Pre-processing,Pre-processing the data in a data file is called?,"['-', 'process', 'Pre']",0.0
435,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,,None of the above are examples of what?,[],0.0
436,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Post-processing,Post-processing is a term that refers to what?,"['-', 'process', 'post']",0.0
437,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,,None of the above are examples of what?,[],0.0
438,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,,None of the above are examples of what?,[],0.0
439,Analytic Algorithms and Model Building,Model Selection,Introduction to Model Selection,,Inference is the process of identifying relationships between independent variables (input features) and dependent variables (outcome values). Here the focus is on interpretability. Inference models are evaluated on both their goodness of fit and simplicity. An example inference problem is inferring peoples political inclinations based on their demographic information. Model interpretability is important here because knowing which factors have the largest influence on political inclinations can help a politician strategize his/her campaign for an upcoming election.,Model interpretability is important because it allows a politician to know which factors have the largest influence on what?,"['people', 'model', 'influence', 'process', 'focus', 'dependent', 'interpretability', 'relationship', 'outcome', 'know', 'independent', 'demographic', 'election', 'campaign', 'large', 'politician', 'example', 'upcoming', 'variable', 'infer', 'feature', 'inference', 'goodness', 'identify', 'input', 'base', 'factor', 'important', 'problem', 'evaluate', 'information', 'political', 'inclination', 'simplicity', 'help', 'value', 'fit', 'strategize']",0.9473684210526312
440,Advanced Natural Language Processing,Language Representation and Transformers,Transformer Architecture,,Both the encoder and the decoder units in a Transformer are made up of multiple individual encoders and decoders. The units are all identical in structure but they do not share weights.,The encoder unit is made up of how many individual encoders and decoders?,"['decoder', 'individual', 'structure', 'encoder', 'unit', 'weight', 'multiple', 'identical', 'share']",0.0
441,Advanced Natural Language Processing,Language Representation and Transformers,Transformer Architecture,,Figure 6: Transformer architecture.,Transformer architecture is a type of architecture that is based on what type of architecture?,"['figure', 'transformer', 'architecture']",0.18181818181818182
442,Advanced Natural Language Processing,Language Representation and Transformers,Transformer Architecture,,"Since the input is not processed sequentially, we need a method to account for the order of words in the input sequence. For this, the transformer begins by adding a vector to each input embedding. These vectors follow a specific pattern that is either generated using a fixed function or learned, which helps the transformer  determine the position of each word or the distance between different words in the sequence.",The output of the transformer is then added to what?,"['process', 'transformer', 'sequence', 'vector', 'fix', 'need', 'begin', 'method', 'account', 'input', 'generate', 'add', 'word', 'embed', 'order', 'distance', 'function', 'determine', 'learn', 'specific', 'pattern', 'help', 'position', 'different', 'follow']",0.0
443,Advanced Natural Language Processing,Language Representation and Transformers,Transformer Architecture,,"Each of the position-encoded inputs is then passed into the encoding stack. Each encoder in the stack is broken down into two sub-layers, as shown in Figure 6. The inputs first flow through a self-attention layer  that helps the encoder look at other words in the input sentence as it encodes a specific word.",The encoder then passes the encoder's input into what layer?,"['-', 'pass', 'sub', 'encode', 'encoding', 'encoder', 'layer', 'show', 'attention', 'flow', 'self', 'look', 'input', 'word', 'specific', 'stack', 'help', 'position', 'sentence', 'break']",0.0
444,Advanced Natural Language Processing,Language Representation and Transformers,Transformer Architecture,,"In the figure, the input of the first decoder (from the bottom) are the embeddings of the output sequence (added with the positional embedding) already generated. Future positions are masked (by setting them to -inf). This way, the self-attention layer is only allowed to attend to earlier positions in the output sequence. For the first timestamp, everything is masked, and the masks are removed one by one in successive iterations as the output sequence words are generated.","The output sequence is generated by the output layer, and the output layer is masked by what?","['output', 'embedding', 'figure', 'successive', 'sequence', 'mask', 'layer', 'way', 'timestamp', 'attention', 'iteration', 'self', 'positional', 'set', 'input', 'generate', 'add', 'future', 'word', 'decoder', 'early', 'remove', 'attend', 'allow', 'position']",0.0
445,Advanced Natural Language Processing,Language Representation and Transformers,Transformer Architecture,,"After applying self-attention and then layer normalization, the results are fed into an encoder-decoder attention layer (which is something different from the encoder stack). This block tries to find the cross-attention between the encoded input sequence and the generated output sequence till a particular timestep. The entire output of the top encoder of the encoder stack is transformed into a set of attention vectors K and V for use in this layer. This layer helps the decoder focus on appropriate places in the input sequence at a given timestep to generate the next output. The cEncoder-Decoder Attentiond layer works just like multiheaded self-attention, except it creates its queries from the layer below it and takes the keys and values from the output of the encoder stack. Output from the encoder-decoder attention layer then goes through feed-forward and layer normalization layers. All these components are contained in a single decoder block. The decoding results are then bubbled up through all the other decoders in the stack. The final decoded result from the last decoder is then fed into a linear layer which maps the output to a vector of the size of the vocabulary, which is then normalized using the softmax layer turning the values into probabilities. The word corresponding to the highest probability becomes the next predicted word in the output sequence.",The encoder-decoder attention layer is what?,"['-', 'use', 'output', 'probability', 'query', 'predict', 'appropriate', 'map', 'multiheade', 'decode', 'focus', 'forward', 'bubble', 'timestep', 'turn', 'block', 'sequence', 'take', 'contain', 'vector', 'encoder', 'layer', 'go', 'particular', 'transform', 'place', 'give', 'attention', 'component', 'single', 'correspond', 'normalization', 'create', 'apply', 'self', 'entire', 'cross', 'try', 'decoded', 'find', 'set', 'vocabulary', 'input', 'generate', 'word', 'normalize', 'softmax', 'size', 'key', 'decoder', 'result', 'work', 'final', 'generated', 'linear', 'feed', 'encoded', 'stack', 'help', 'value', 'high', 'different']",0.0
446,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Applications of Natural Language Processing,"1. Sentiment Analysis,2. Information Extraction,3. Machine Translation,4. Natural Language Generation,5. Topic Modeling","As the name suggests, sentiment analysis is used to identify the sentiments in a fragment of a natural language text. Expressions like sarcasm, threat, exclamation, etc., are often very hard to be recognized by the computer. A use case of sentiment analysis is companies identify the opinion and sentiments of their customers based on online reviews and feedback.",Companies use sentiment analysis to identify what?,"['computer', 'use', 'online', 'natural', 'recognize', 'threat', 'sentiment', 'language', 'expression', 'fragment', 'identify', 'company', 'suggest', 'base', 'review', 'text', 'case', 'customer', 'opinion', 'sarcasm', 'feedback', 'analysis', 'hard', 'exclamation']",0.0
447,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Applications of Natural Language Processing,"1. Sentiment Analysis,2. Information Extraction,3. Machine Translation,4. Natural Language Generation,5. Topic Modeling","Natural language generation (NLG) is the process of producing a human language text response based on some data input. This text can also be converted into a speech format through text-to-speech services. NLG also encompasses text summarization capabilities that generate summaries from one or more documents while maintaining the integrity of the information. Natural language generation systems have evolved over time from static text generation with the application of hidden Markov chains, recurrent neural networks, and transformers to enable more dynamic text generation in real time.",Natural language generation systems have evolved over time from what?,"['chain', 'hidden', 'capability', 'speech', 'time', 'process', 'service', 'system', 'encompass', 'response', 'transformer', 'datum', 'human', 'natural', 'summarization', 'evolve', 'generation', 'enable', 'real', 'language', 'format', 'maintain', 'static', 'base', 'input', 'generate', 'text', 'information', 'convert', 'dynamic', 'application', 'network', 'produce', 'summary', 'recurrent', 'neural', 'document', 'integrity']",0.0
448,Problem Identification and Solution Vision,Problem Identification,Module 1 Summary,,This module introduced you to the Evidence Value Proposition framework (EVP). The EVP is a suitable framework that can be used to ensure that defined business objectives are met and has been developed to help determine the desired analytic objectives and provide evidence that the objectives can be met with the appropriate data and technology.,The EVP is a suitable framework for what?,"['technology', 'provide', 'meet', 'appropriate', 'suitable', 'datum', 'ensure', 'objective', 'analytic', 'define', 'module', 'introduce', 'framework', 'develop', 'determine', 'desire', 'evidence', 'help', 'business']",0.625
449,Problem Identification and Solution Vision,Problem Identification,Module 1 Summary,,"When engaging with potential clients seeking analytical solutions, it is important to assess the organizations readiness.",What is the most important aspect of an analytical solution?,"['engage', 'organization', 'client', 'solution', 'seek', 'important', 'readiness', 'assess', 'potential', 'analytical']",0.0
450,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","Classification tasks that are binary will classify observations in a dataset into two defined categories. The observations are grouped based on the presence of characteristics unique to one of the two categories. An example would be making a decision on a credit card application (i.e., approve/deny).",The classification task is based on what?,"['decision', 'dataset', 'classification', 'approve', 'example', 'category', 'presence', 'define', 'observation', 'credit', 'binary', 'base', 'characteristic', 'card', 'application', 'classify', 'group', 'make', 'unique', 'task']",0.0
451,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","Multi-class classification also referred to as multinomial classification, classifies observations into one of three or more classes. Each observation can only be classified as one of the multiple classes. That is, an observation can not be labeled as belonging to imore than one class. For example, if our task is to classify images with a single fruit in each, a classifier would classify each new image into one type of fruit, e.g., one of orange, pineapple, peach, and mango.","In addition to fruit, what else is an observation classified as belonging to?","['-', 'multi', 'multinomial', 'fruit', 'classifier', 'image', 'classification', 'type', 'class', 'peach', 'multiple', 'label', 'example', 'single', 'new', 'belong', 'observation', 'classify', 'pineapple', 'refer', 'imore', 'task']",0.0
452,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","Unlike multi-class classification, which assumes that each observation belongs to one class, multi-label classification allows for observations to be classified under multiple classes hence the term multi-label classification.",Multi-label classification allows for observations to be classified under what?,"['-', 'belong', 'classification', 'classify', 'observation', 'class', 'multiple', 'label', 'multi', 'assume', 'allow', 'term']",0.0
453,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",A quick thought: Can you think about a scenario where observations can belong to multiple classes at once (thereby leading them to be labeled under those classes)?,A quick thought: Can you think about a scenario where observations can belong to multiple classes at once (thereby leading them to be labeled under those classes)?,"['belong', 'quick', 'observation', 'class', 'multiple', 'label', 'scenario', 'lead', 'thought', 'think']",0.20833333333333331
454,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","Multi-label classification does not have constraints on the labels that observation can have, and this makes it difficult to learn. Using the OneVsRest Technique, the classifier makes the assumption that labels are mutually exclusive and there is no consideration for correlations between classes.","Instead, the classifier makes the assumption that labels are mutually exclusive and there is no consideration for what?","['-', 'classification', 'onevsr', 'observation', 'correlation', 'constraint', 'class', 'label', 'difficult', 'assumption', 'multi', 'make', 'learn', 'exclusive', 'consideration', 'classifier']",0.0
455,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","Similar to OneVsRest, the Binary Relevance technique trains a separate single-label binary classifier for each class, i.e., for each class, an observation will either be predicted as belonging to that class or not. This technique ignores any correlation between classes.",This technique is similar to what?,"['belong', 'observation', 'class', 'correlation', 'predict', 'label', 'similar', 'separate', 'train', 'technique', 'single', 'ignore', 'binary', 'classifier']",0.0
456,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","The algorithm for your classification task can also adapt the algorithm to perform multi-label classification. A popular example is using a multi-label version of the k-Nearest Neighbors (kNN), a supervised learning technique we saw before that makes the assumption that similar data points are always close together.",What is the name of the technique that uses k-Nearest Neighbors?,"['-', 'assumption', 'multi', 'supervised', 'data', 'classification', 'close', 'label', 'similar', 'point', 'example', 'learning', 'popular', 'perform', 'adapt', 'see', 'make', 'version', 'technique', 'task']",0.0
457,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",Y3,"Y3, and what else?",['y3'],0.0
458,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",X1,X1 and X2 processors are examples of what?,[],0.0
459,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",X3,X3D is a 3D game that uses 3D technology to create what?,[],0.0
460,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",X4,X4 and X4 Pro are examples of what kind of device?,[],0.0
461,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",X1,X1 and X2 processors are examples of what?,[],0.0
462,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",X3,X3D is a 3D game that uses 3D technology to create what?,[],0.0
463,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques",X4,X4 and X4 Pro are examples of what kind of device?,[],0.0
464,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Classification,"Binary Classification,Multi-Class Classification,Multi-Label Classification,Multi-label Classification Techniques","So far, we have seen that OneVsRest, Binary Relevance, and Label Powerset techniques do not consider correlations between classes. The Classifier Chains technique will build a chain of binary classifiers to take into account any correlations between classes. The number of classifiers that are constructed equals the number of classes, i.e., if we have classes: comedy, drama, and romance, we will have three classifiers as well C1:C3.",What is the name of the technique that uses classifiers to build a chain of binary classifiers?,"['construct', 'see', 'chain', 'onevsr', 'equal', 'romance', 'class', 'account', 'classifier', 'number', 'comedy', 'consider', 'technique', 'c3', 'drama', 'binary', 'correlation', 'build']",0.6
465,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Cross-Validation,,"When evaluating the performance of a model, there are methods that allow for your model to be fit multiple times with different subsets of a dataset. Model Assessment and Model Selection are key concepts of importance to every data scientist. You will assess your model to see its performance and select the most fitting model. How then can you test and validate your model to ensure that real-world data can be introduced to it?",How then can you test and validate your model to ensure that real-world data can be introduced to it?,"['model', 'time', 'assess', 'scientist', 'dataset', 'datum', 'ensure', 'multiple', 'method', 'real', 'performance', 'subset', 'fitting', 'introduce', 'select', 'evaluate', 'world', 'key', 'concept', 'importance', 'test', 'validate', 'allow', 'different', 'fit']",0.0
466,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Cross-Validation,,"LOOCV will have a higher variance than the k-fold CV because, with LOOCV, models are trained on almost identical sets of observations, and this means that the outputs will be positively correlated with each other. With k-fold CV, when k is less than n, the output of your models is not as correlated as is the case with the LOOCV models.","With k-fold CV, when k is greater than n, what is the output of your models not as correlated with?","['fold', '-', 'mean', 'k', 'output', 'correlate', 'observation', 'loocv', 'set', 'model', 'cv', 'train', 'high', 'identical', 'case', 'variance']",0.05263157894736842
467,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Cross-Validation,,"Classification Problems: When Y is qualitative, we use the number of misclassified observations as a measure of the model's test error.",What is the number of misclassified observations?,"['use', 'classification', 'qualitative', 'error', 'observation', 'misclassifie', 'model', 'number', 'measure', 'test', 'problem']",0.0
468,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Cross-Validation,,Reading: Cross-Validation: Python,Reading: Cross-Validation: Python is a cross-validation system that uses cross validation to determine what?,"['-', 'validation', 'read']",0.14285714285714285
469,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Introduction to Deep Learning,,"Inspired by this, neural networks consist of neurons that are connected to each other via weights. Each neuron receives weighted inputs from neurons in the previous layer, these are summed and passed through a nonlinearity function, commonly called the activation function, and the resulting output is passed on to neurons in the next layer, again, connected with some weight. The deep nature of deep neural networks refers to having a very large number of layers of such connected neurons.",Deep neural networks consist of what?,"['output', 'previous', 'call', 'pass', 'activation', 'consist', 'receive', 'deep', 'connect', 'nonlinearity', 'layer', 'large', 'weight', 'input', 'number', 'connected', 'neuron', 'nature', 'function', 'have', 'sum', 'result', 'refer', 'network', 'inspire', 'neural']",0.0
470,Data Science Project Planning,Developing a Vision,Module 4 Summary,,"Different components of the vision document aim to answer questions such as: What is the real-world problem that you are trying to address? How do you come up with an overarching framework for your proposed solution? If working on a technical data science solution, one can formulate your hypothesis along with one of the following themes: Is it possible to build such a framework? Is the proposed solution cfast /good enoughd? Can the proposed solution significantly outperform the state-of-the-art baseline measured by a certain metric?","Different components of the vision document aim to answer questions such as: What is the real-world problem that you are trying to address? How do you come up with an overarching framework for your proposed solution? If working on a technical data science solution, one can formulate your hypothesis along with one of the following themes: Is it possible to build such a framework? Is the proposed solution cfast /good enoughd? Can the proposed solution significantly outperform the state-of-the-art baseline measured by a certain metric?","['question', 'solution', 'cfast', 'metric', 'propose', 'build', 'certain', 'answer', 'state', '/good', 'data', 'baseline', 'formulate', 'come', 'component', 'theme', 'real', 'hypothesis', 'try', 'technical', 'enoughd', 'possible', 'framework', 'problem', 'art', 'vision', 'science', 'outperform', 'world', 'overarching', 'aim', 'work', 'measure', 'document', 'different', 'follow', 'address']",0.234375
